TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20210528,108,2.6,2266,23,5.0,1728,25,10.2,1748,15.3,19.7,1556,12.4,844,12.8,17.4,7.9,86.0,66.0,1648,14.8,3.3,2.3,-9.0,990.6,1000.6,1006.4,542,996.6,1755,8.6,1.9,14.5,-9.0,11.26,2.86,1400,12.3,0.5,7.83,4.7,502,1.7,505,-9.0,-9,-9.0,-9,-9.0,-9,18.1,17.6,16.6,13.9,13.5
20210529,108,2.2,1867,25,3.7,49,23,7.3,9,15.4,19.1,1017,12.8,2353,11.7,18.1,9.5,79.8,59.0,1252,13.8,2.6,1.8,-9.0,996.7,1006.7,1010.0,2239,1001.5,1,5.1,3.9,14.5,-9.0,10.45,2.17,900,0.3,0.3,8.42,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,17.9,17.5,16.6,14.0,13.5
20210530,108,2.1,1822,27,7.6,1931,27,16.0,1923,18.4,26.3,1603,10.8,540,12.5,21.9,7.8,73.0,37.0,1614,14.6,6.7,4.7,-9.0,998.9,1008.9,1010.7,606,1006.2,1646,3.9,11.6,14.6,-9.0,29.45,3.72,1200,18.1,22.1,4.0,11.3,2249,4.0,2249,-9.0,-9,-9.0,-9,-9.0,-9,17.6,17.4,16.6,14.0,13.5
20210531,108,1.8,1587,5,3.5,1624,2,5.7,1619,19.9,23.8,1725,16.5,417,15.9,21.1,14.5,78.9,63.0,1730,18.0,3.5,2.5,-9.0,1001.1,1011.0,1012.8,2346,1009.4,148,7.4,2.0,14.6,-9.0,12.52,1.76,1500,4.0,3.2,2.5,4.7,-2349,3.2,-2358,-9.0,-9,-9.0,-9,-9.0,-9,18.7,17.4,16.6,14.1,13.6
20210601,108,2.2,1863,32,5.4,533,29,9.0,527,20.2,23.9,1311,15.9,811,15.4,21.1,13.9,74.6,57.0,1322,17.5,3.9,2.7,-9.0,1003.9,1013.8,1016.5,710,1011.5,221,8.1,1.9,14.6,-9.0,13.01,2.03,1000,3.2,0.0,4.42,2.3,712,1.3,754,-9.0,-9,-9.0,-9,-9.0,-9,19.0,17.5,16.8,14.2,13.6
20210602,108,2.1,1842,29,4.5,1718,29,8.2,1827,23.2,29.7,1531,16.6,453,15.3,25.0,12.6,64.4,37.0,1506,17.4,7.7,5.4,-9.0,1002.6,1012.4,1014.9,617,1009.8,1711,3.4,11.9,14.6,-9.0,26.82,3.21,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,19.3,17.7,16.8,14.3,13.6
20210603,108,1.8,1526,32,7.5,2041,34,14.3,2039,19.1,22.7,1143,14.6,2335,15.6,20.4,12.9,80.8,59.0,1045,17.8,1.8,1.3,-9.0,994.3,1004.2,1011.0,6,1000.5,1935,9.6,0.2,14.6,-9.0,5.11,0.78,700,18.1,18.1,12.17,5.1,1944,2.5,2024,-9.0,-9,-9.0,-9,-9.0,-9,20.2,17.9,16.9,14.3,13.6
20210604,108,2.9,2473,20,6.0,1556,23,10.4,1555,18.5,23.6,1530,13.3,419,12.1,22.7,8.8,69.4,38.0,1555,14.1,7.8,5.5,-9.0,991.7,1001.6,1002.6,122,1000.5,1519,2.6,10.9,14.6,-9.0,29.01,3.65,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,19.7,18.1,17.0,14.4,13.6
20210605,108,3.3,2815,18,5.5,1757,20,9.9,1805,20.8,25.7,1524,17.0,359,14.4,22.2,13.6,68.1,40.0,1624,16.5,6.9,4.8,-9.0,991.0,1000.8,1003.5,2252,999.1,1609,3.0,8.4,14.7,-9.0,23.11,3.48,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.1,18.3,17.1,14.4,13.6
20210606,108,2.2,1907,20,3.8,249,23,7.0,240,23.0,28.2,1529,18.4,138,16.7,25.0,12.7,69.6,48.0,1539,19.1,6.8,4.7,-9.0,996.7,1006.4,1010.9,2301,1003.3,14,3.8,8.3,14.7,-9.0,23.46,3.27,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.5,18.4,17.2,14.5,13.6
20210607,108,1.7,1495,14,3.3,1011,11,6.0,1010,21.1,24.0,1734,19.4,353,15.7,21.1,14.5,71.5,57.0,1711,17.8,2.6,1.8,-9.0,1003.8,1013.7,1015.2,2332,1010.4,7,7.8,0.3,14.7,-9.0,7.02,0.93,1600,0.0,0.1,3.58,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.1,18.6,17.3,14.6,13.7
20210608,108,1.7,1453,25,3.6,1630,29,6.6,1652,23.6,29.5,1539,18.8,533,17.3,25.4,15.3,69.6,43.0,1547,19.9,5.8,4.1,-9.0,1005.1,1014.9,1016.2,720,1013.4,1754,5.4,7.1,14.7,-9.0,21.25,2.9,1000,0.1,-9.0,0.92,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.7,18.5,17.7,14.2,13.7
20210609,108,1.6,1368,5,3.4,1824,9,5.7,1823,25.8,31.6,1525,19.5,453,16.7,26.5,15.3,59.1,36.0,1323,19.0,7.3,5.1,-9.0,1004.6,1014.3,1016.3,1018,1012.3,1755,3.4,9.9,14.7,-9.0,24.78,3.35,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.3,18.7,17.8,14.2,13.7
20210610,108,2.2,1919,20,5.4,1500,20,9.0,1456,24.9,29.8,1441,20.5,2349,18.3,25.5,17.5,68.5,43.0,1350,21.1,4.7,3.3,-9.0,1000.8,1010.6,1013.5,35,1007.9,2010,8.5,1.3,14.7,-9.0,14.13,2.3,1000,6.1,10.7,6.67,5.1,2257,2.0,2318,-9.0,-9,-9.0,-9,-9.0,-9,22.1,18.9,17.9,14.2,13.7
20210611,108,2.8,2460,18,5.7,505,11,11.4,132,21.5,24.4,1628,19.9,50,18.7,23.8,18.8,84.5,70.0,1709,21.5,2.9,2.1,-9.0,1000.1,1009.9,1013.1,2243,1006.5,137,6.4,1.8,14.7,-9.0,10.08,1.44,1000,4.6,-9.0,4.17,2.6,219,1.0,256,-9.0,-9,-9.0,-9,-9.0,-9,22.2,19.2,18.1,14.3,13.7
20210612,108,1.8,1576,32,3.9,1732,34,6.3,1731,24.2,30.2,1514,18.2,444,18.8,27.3,13.8,74.6,49.0,1819,21.8,7.4,5.2,-9.0,1001.7,1011.4,1014.2,716,1009.3,1852,5.0,9.1,14.7,-9.0,26.92,3.42,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.9,19.3,18.2,14.3,13.8
20210613,108,2.0,1756,25,4.3,1735,25,6.9,1500,24.8,29.7,1620,20.9,513,19.3,27.9,16.6,72.6,54.0,1615,22.4,7.4,5.2,-9.0,998.4,1008.1,1010.8,309,1005.6,1610,3.5,10.2,14.7,-9.0,26.48,3.39,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,19.5,18.4,14.4,13.8
20210614,108,2.1,1792,25,4.0,2042,27,5.9,1521,24.8,30.2,1452,18.9,609,18.3,27.8,16.6,68.8,50.0,1307,21.0,5.9,4.1,-9.0,995.7,1005.4,1007.6,615,1003.4,1758,6.8,8.3,14.8,-9.0,22.29,2.86,1000,-9.0,0.5,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,19.7,18.5,14.4,13.8
20210615,108,2.3,1997,5,3.9,1701,5,7.7,2235,22.5,25.3,1751,21.5,523,18.6,23.3,18.5,79.1,68.0,1803,21.5,3.5,2.5,-9.0,994.5,1004.3,1005.2,2,1003.0,1643,7.0,1.6,14.8,-9.0,7.61,1.37,1700,1.9,1.4,7.92,0.9,1018,0.3,1057,-9.0,-9,-9.0,-9,-9.0,-9,23.4,20.0,18.7,14.5,13.8
20210616,108,3.6,3120,5,5.7,1118,5,11.5,955,24.3,28.9,1622,20.3,347,15.7,27.3,16.9,59.9,46.0,1540,17.9,8.4,5.9,-9.0,995.5,1005.2,1007.2,2203,1003.8,224,2.5,11.5,14.8,-9.0,27.3,3.23,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.9,20.2,18.8,14.5,13.8
20210617,108,2.4,2072,5,3.6,12,11,7.1,57,21.9,25.0,1247,19.6,439,16.3,23.4,17.7,71.4,58.0,1227,18.6,2.9,2.0,-9.0,995.8,1005.6,1007.7,701,1004.2,2336,9.4,0.3,14.8,-9.0,9.59,2.01,1200,0.0,5.2,4.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.0,20.3,19.0,14.6,13.9
20210618,108,2.5,2166,20,3.8,1520,20,7.2,500,20.0,21.4,1711,19.0,601,18.6,21.6,18.4,92.1,82.0,1732,21.4,1.6,1.1,-9.0,991.5,1001.3,1004.3,2,999.8,1708,9.8,0.0,14.8,-9.0,4.5,0.69,1600,6.3,1.1,12.0,1.7,553,0.5,620,-9.0,-9,-9.0,-9,-9.0,-9,22.7,20.4,19.2,14.6,13.9
20210619,108,1.8,1518,27,3.7,1600,16,6.9,1200,22.3,27.4,1553,17.5,550,17.0,26.1,12.9,74.0,49.0,1708,19.5,7.1,5.0,-9.0,991.4,1001.1,1002.2,2154,999.7,1527,4.1,10.5,14.8,-9.0,26.47,3.49,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.2,20.4,19.3,14.7,13.9
20210620,108,2.8,2428,23,6.8,1354,27,12.7,1408,22.9,29.0,1319,17.6,520,17.5,26.9,12.0,73.3,48.0,1239,20.0,7.0,4.9,-9.0,990.9,1000.6,1002.4,2320,999.0,1233,3.1,10.7,14.8,-9.0,25.87,3.06,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,20.4,19.4,14.8,13.9
20210621,108,2.2,1943,27,4.6,1759,25,7.8,1555,23.6,28.5,1457,19.2,511,16.6,28.1,15.0,67.0,45.0,1501,18.9,7.6,5.3,-9.0,994.5,1004.2,1006.8,2220,1002.2,158,3.3,11.1,14.8,-9.0,25.72,3.45,1100,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,20.5,19.5,14.8,13.9
20210622,108,2.1,1857,20,7.8,1423,18,15.0,1416,22.8,28.6,1347,19.7,538,16.3,25.8,15.2,67.9,41.0,1352,18.6,5.8,4.1,-9.0,998.3,1008.1,1010.0,2307,1006.4,8,6.8,6.8,14.8,-9.0,20.23,2.87,1200,0.0,0.0,2.08,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.4,20.7,19.5,14.9,14.0
20210623,108,2.4,2048,5,6.0,1544,36,11.3,1541,22.4,27.9,1504,18.8,528,16.5,26.9,17.9,70.5,49.0,1401,18.8,5.4,3.8,-9.0,1000.4,1010.3,1012.1,2339,1008.8,1514,4.4,7.2,14.8,-9.0,19.49,2.69,1200,7.5,7.5,0.67,7.5,1530,5.0,1538,-9.0,-9,-9.0,-9,-9.0,-9,23.3,20.8,19.7,15.0,14.0
20210624,108,1.9,1671,27,4.4,1641,25,7.7,1638,23.0,28.0,1540,18.5,443,17.2,25.2,17.0,71.1,51.0,1452,19.6,4.9,3.4,-9.0,1001.2,1011.0,1012.4,707,1009.0,1708,3.0,5.7,14.8,-9.0,17.8,2.1,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,21.0,19.8,15.0,14.0
20210625,108,2.0,1720,29,4.7,1830,29,7.8,1825,24.1,29.5,1619,19.5,551,17.7,28.0,17.0,69.0,48.0,1501,20.3,6.6,4.6,-9.0,1000.7,1010.4,1012.0,636,1008.4,1617,4.0,9.7,14.8,-9.0,24.74,3.29,1300,-9.0,4.4,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,21.0,19.9,15.1,14.0
20210626,108,1.8,1547,36,3.4,1632,2,5.9,1739,22.8,26.7,1549,19.9,557,18.7,25.0,18.6,78.5,63.0,1541,21.6,4.4,3.1,-9.0,1000.5,1010.3,1011.9,847,1009.0,1721,7.3,2.3,14.8,-9.0,14.24,2.29,1500,4.5,0.1,11.42,2.6,339,0.7,342,-9.0,-9,-9.0,-9,-9.0,-9,23.9,21.1,20.0,15.1,14.1
20210627,108,2.0,1763,20,7.8,1841,18,14.3,1837,24.5,30.8,1511,19.8,447,18.6,27.8,18.3,72.1,43.0,1640,21.4,6.1,4.3,-9.0,997.3,1007.0,1009.9,1,1004.1,1711,5.4,8.1,14.8,-9.0,22.48,3.12,1400,38.2,38.2,3.42,37.7,1824,11.7,1832,-9.0,-9,-9.0,-9,-9.0,-9,23.6,21.2,20.1,15.2,14.1
20210628,108,1.9,1661,5,4.1,1504,5,7.7,1457,23.7,29.2,1447,21.0,629,19.1,25.0,19.8,76.4,57.0,1450,22.1,4.3,3.0,-9.0,995.4,1005.1,1006.5,640,1003.3,1745,8.1,2.2,14.8,-9.0,13.52,3.07,1200,0.1,0.1,1.67,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.4,20.2,15.3,14.1
20210629,108,1.8,1517,20,4.1,1155,20,6.5,1154,23.9,28.4,1531,21.3,442,19.8,26.4,19.6,78.6,56.0,1523,23.0,3.5,2.4,-9.0,995.6,1005.3,1007.0,2316,1004.0,1536,6.5,4.2,14.7,-9.0,14.1,2.15,1400,8.0,8.0,1.67,8.0,1614,3.8,1631,-9.0,-9,-9.0,-9,-9.0,-9,23.8,21.6,20.3,15.3,14.1
20210630,108,1.3,1134,5,3.6,1156,2,7.7,1154,24.3,28.8,1654,21.0,405,20.0,26.3,19.3,77.9,55.0,1715,23.3,4.8,3.4,-9.0,997.1,1006.8,1008.1,904,1005.3,1722,6.1,4.0,14.7,-9.0,16.22,2.73,1500,6.0,6.0,1.35,6.0,1159,3.4,1209,-9.0,-9,-9.0,-9,-9.0,-9,23.8,21.6,20.4,15.4,14.1
20210701,108,1.8,1519,32,4.1,1645,36,6.8,1822,26.3,31.0,1525,21.4,519,20.2,27.4,19.6,70.9,45.0,1338,23.7,5.7,4.0,-9.0,996.8,1006.5,1007.9,713,1004.8,1730,2.3,8.2,14.7,-9.0,20.59,2.84,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.7,20.5,15.4,14.2
20210702,108,2.3,1984,5,3.5,1525,2,6.7,1519,27.1,31.8,1612,23.6,538,19.5,27.2,21.2,64.1,47.0,1606,22.6,7.4,5.2,-9.0,998.7,1008.3,1010.3,2314,1007.1,106,5.8,7.4,14.7,-9.0,22.19,3.4,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,21.8,20.6,15.5,14.2
20210703,108,3.6,3097,5,5.9,1945,5,12.9,1815,22.6,25.7,1,19.6,2208,18.6,23.5,19.3,80.0,62.0,955,21.5,2.3,1.6,-9.0,996.3,1006.1,1010.0,1,1000.8,2343,8.5,0.9,14.7,-9.0,7.51,1.87,900,60.0,78.5,9.42,13.8,1656,4.0,1736,-9.0,-9,-9.0,-9,-9.0,-9,24.9,22.0,20.7,15.6,14.2
20210704,108,2.3,1988,20,4.9,1709,18,8.8,2214,21.4,23.1,1500,19.8,1,20.8,22.2,19.6,96.8,91.0,2145,24.6,1.2,0.8,-9.0,994.4,1004.2,1009.8,2345,999.1,147,9.9,0.0,14.7,-9.0,2.69,0.36,1200,21.4,2.9,18.33,5.3,45,1.2,56,-9.0,-9,-9.0,-9,-9.0,-9,23.8,22.7,21.7,15.9,14.2
20210705,108,1.4,1182,20,3.5,31,23,5.9,23,23.3,26.9,1444,20.1,328,19.5,24.6,19.5,80.3,64.0,1427,22.7,3.6,2.5,-9.0,999.8,1009.6,1011.0,901,1008.0,1908,8.9,0.9,14.7,-9.0,12.59,2.05,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,22.5,22.0,16.8,14.3
20210706,108,1.6,1415,25,3.7,1458,25,5.5,1437,25.3,30.1,1437,21.0,450,19.9,26.8,18.0,73.4,54.0,1347,23.3,5.3,3.7,-9.0,997.2,1006.9,1008.4,1,1005.4,1344,7.0,4.3,14.7,-9.0,19.15,2.97,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.5,22.3,21.9,16.7,14.3
20210707,108,1.5,1338,14,3.3,957,16,5.4,1528,26.4,29.1,1441,23.9,419,22.2,26.6,21.5,78.5,65.0,1340,26.8,3.2,2.3,-9.0,997.1,1006.8,1008.5,920,1004.5,1855,9.4,1.1,14.6,-9.0,11.81,2.11,1000,12.7,15.6,4.67,12.4,2025,8.5,2057,-9.0,-9,-9.0,-9,-9.0,-9,24.2,22.2,21.7,16.5,14.3
20210708,108,2.0,1697,25,4.7,1831,27,7.5,1744,26.0,29.8,1451,23.8,520,22.4,27.0,21.7,81.6,66.0,1443,27.1,4.1,2.9,-9.0,995.2,1004.8,1006.3,947,1002.9,1703,7.1,2.9,14.6,-9.0,14.1,2.72,1000,2.9,0.0,2.0,2.7,2,1.0,27,-9.0,-9,-9.0,-9,-9.0,-9,24.6,22.3,21.6,16.5,14.4
20210709,108,1.9,1649,23,4.2,1826,25,7.1,1635,25.5,29.2,1530,23.6,335,21.1,27.0,21.7,77.3,62.0,1536,25.0,4.1,2.9,-9.0,995.5,1005.1,1007.1,2357,1003.3,1513,6.5,3.8,14.6,-9.0,14.49,2.36,1400,0.0,0.3,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.9,22.5,21.6,16.4,14.4
20210710,108,2.4,2060,23,5.4,1442,27,9.9,1418,25.9,29.2,1340,23.1,631,22.1,26.9,22.0,80.4,60.0,1343,26.6,5.0,3.5,-9.0,997.5,1007.2,1009.2,2231,1006.1,314,7.4,4.2,14.6,-9.0,17.4,2.81,1200,0.5,0.6,2.8,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.9,22.6,21.6,16.4,14.4
20210711,108,2.2,1916,23,4.8,1242,23,8.2,1234,25.7,27.5,1552,24.1,700,23.2,26.3,22.2,86.8,81.0,1355,28.5,2.5,1.8,-9.0,999.9,1009.7,1010.7,1035,1008.7,414,7.8,0.1,14.6,-9.0,7.53,1.2,1300,0.4,0.0,5.17,0.4,612,0.3,640,-9.0,-9,-9.0,-9,-9.0,-9,25.2,22.7,21.7,16.4,14.5
20210712,108,1.6,1366,16,3.1,1906,16,5.4,1704,28.1,32.5,1604,23.8,557,23.0,29.0,21.7,75.1,58.0,1612,28.2,5.4,3.7,-9.0,1000.0,1009.6,1011.3,750,1007.8,1828,6.6,4.9,14.6,-9.0,19.1,3.32,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.1,22.8,21.8,16.5,14.5
20210713,108,1.7,1432,29,3.7,1641,16,5.9,1003,28.8,31.5,1431,26.3,429,24.0,28.5,23.6,76.1,62.0,1435,29.9,4.0,2.8,-9.0,999.8,1009.4,1010.6,2255,1008.6,1542,6.8,1.4,14.6,-9.0,11.59,1.71,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.8,22.9,21.8,16.5,14.5
20210714,108,2.2,1905,16,4.2,1055,20,7.6,1231,29.7,33.5,1508,26.1,447,23.7,30.6,22.8,71.4,56.0,1537,29.4,6.8,4.8,-9.0,1002.1,1011.7,1013.5,2400,1010.3,1827,7.0,7.1,14.5,-9.0,22.48,3.28,1200,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.0,23.1,21.9,16.5,14.6
20210715,108,2.1,1789,25,4.6,1444,5,9.4,1800,29.1,34.5,1347,25.9,2344,23.1,31.8,22.9,71.1,51.0,1310,28.3,6.9,4.8,-9.0,1004.5,1014.2,1015.6,2233,1012.9,1545,5.1,8.7,14.5,-9.0,22.77,2.93,1200,0.0,0.0,2.07,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.6,23.3,22.0,16.6,14.6
20210716,108,2.2,1888,5,7.4,1855,36,16.5,1848,28.8,35.2,1538,24.2,508,22.0,32.5,21.6,68.4,44.0,1554,26.6,8.3,5.8,-9.0,1004.3,1014.0,1016.2,710,1010.8,1758,3.5,10.5,14.5,-9.0,26.76,3.36,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.9,23.5,22.1,16.6,14.6
20210717,108,2.3,1959,16,4.2,1350,9,8.5,1159,29.1,32.8,1557,24.7,521,21.0,32.4,21.6,63.1,50.0,1338,24.9,7.4,5.1,-9.0,1002.1,1011.7,1013.8,1,1009.3,1742,4.8,8.9,14.5,-9.0,22.58,3.19,1300,0.0,0.0,0.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.3,23.8,22.2,16.7,14.7
20210718,108,2.1,1814,16,4.2,2217,16,7.6,2213,29.6,34.1,1546,25.7,551,21.3,33.1,22.5,62.5,46.0,1552,25.4,7.3,5.1,-9.0,1001.4,1011.0,1012.2,2334,1009.1,1704,5.6,8.4,14.5,-9.0,23.37,2.94,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.3,24.0,22.4,16.7,14.7
20210719,108,1.9,1642,34,4.9,1439,29,8.5,1523,26.4,30.5,1134,24.0,1532,22.4,28.0,21.9,80.1,61.0,1045,27.1,3.1,2.1,-9.0,1003.4,1013.2,1014.6,2353,1011.6,127,6.9,3.1,14.4,-9.0,10.07,1.89,900,67.4,67.4,5.0,65.7,1406,26.6,1435,-9.0,-9,-9.0,-9,-9.0,-9,27.5,24.2,22.5,16.8,14.7
20210720,108,1.5,1300,25,3.6,1651,23,6.0,1648,27.9,31.8,1159,23.6,532,23.0,28.9,21.2,75.8,58.0,1205,28.0,4.5,3.2,-9.0,1004.4,1014.1,1015.4,732,1012.7,1709,7.6,3.4,14.4,-9.0,14.62,2.77,1100,0.0,0.0,0.83,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.3,25.4,23.6,17.1,14.8
20210721,108,1.7,1431,14,3.0,1758,11,6.0,1406,30.5,35.3,1654,25.3,556,22.3,30.5,22.0,64.0,40.0,1710,27.0,7.5,5.3,-9.0,1002.9,1012.4,1014.3,650,1010.0,1717,3.5,11.3,14.4,-9.0,24.1,2.76,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.6,24.9,23.6,17.3,14.8
20210722,108,2.0,1733,5,3.7,1103,18,6.7,1100,31.2,35.9,1615,26.5,621,21.9,31.4,22.8,59.8,37.0,1412,26.4,8.9,6.2,-9.0,1000.9,1010.4,1012.3,22,1008.4,1824,4.0,11.4,14.4,-9.0,27.69,3.59,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.1,24.8,23.6,17.3,14.8
20210723,108,1.8,1531,16,3.6,1418,11,6.2,1410,31.2,35.8,1604,27.2,541,22.7,32.2,22.7,61.8,42.0,1539,27.6,8.6,6.0,-9.0,999.3,1008.8,1010.7,645,1006.7,1600,2.3,12.4,14.3,-9.0,26.91,3.43,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.7,24.8,23.5,17.3,14.9
20210724,108,1.7,1488,16,4.2,1407,16,7.0,1407,31.7,36.5,1508,26.9,548,21.7,32.6,23.0,57.4,37.0,1509,26.1,9.0,6.3,-9.0,998.2,1007.7,1009.4,712,1005.9,1606,3.0,12.3,14.3,-9.0,27.78,3.46,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.1,25.0,23.6,17.3,14.9
20210725,108,2.0,1746,16,4.4,1141,14,8.8,1036,31.5,35.9,1547,27.2,542,21.3,34.2,22.3,55.8,40.0,1252,25.3,9.3,6.5,-9.0,996.5,1006.0,1007.7,602,1003.9,1831,4.9,13.0,14.3,-9.0,27.63,3.48,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.4,25.1,23.6,17.4,14.9
20210726,108,2.4,2047,16,4.3,1608,11,7.3,1138,31.2,35.4,1521,27.4,608,20.8,35.3,24.4,54.9,40.0,1431,24.5,9.9,7.0,-9.0,994.6,1004.0,1005.9,1,1002.2,1725,1.6,13.2,14.3,-9.0,29.3,3.58,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.6,25.3,23.7,17.4,15.0
20210727,108,2.1,1797,25,4.6,1657,29,7.8,1756,31.1,35.7,1520,27.8,601,22.4,33.3,24.8,60.5,43.0,1542,27.1,6.1,4.3,-9.0,992.9,1002.3,1004.0,1,1000.2,1604,3.9,7.3,14.2,-9.0,17.22,2.22,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,25.5,23.8,17.5,15.0
20210728,108,1.9,1613,25,4.9,1645,27,7.2,1643,30.4,34.7,1456,27.1,600,23.4,33.5,24.9,67.4,52.0,1459,28.8,5.0,3.5,-9.0,992.5,1002.0,1003.5,653,1000.4,1603,3.8,6.5,14.2,-9.0,16.37,2.89,1100,0.0,0.0,1.33,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.7,25.7,24.0,17.5,15.0
20210729,108,2.0,1705,27,3.9,1701,29,6.8,1658,29.6,33.3,1303,27.0,529,23.3,31.3,24.0,69.9,57.0,1422,28.6,5.3,3.7,-9.0,991.9,1001.4,1003.1,801,999.9,1625,6.8,2.2,14.2,-9.0,14.86,2.35,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.6,25.8,24.1,17.6,15.1
