TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20240629,108,2.2,1863,14,5.5,1900,11,13.0,1852,26.7,32.3,1408,21.6,529,19.0,30.0,16.8,65.1,44.0,1344,22.2,5.8,4.1,-9.0,992.7,1002.3,1007.3,47,996.2,2357,6.6,6.9,14.7,-9.0,20.46,3.35,1100,38.3,70.4,5.42,20.7,2035,6.1,2102,-9.0,-9,-9.0,-9,-9.0,-9,25.5,22.8,21.5,16.1,15.3
20240630,108,3.7,3174,20,7.2,628,18,13.6,542,23.5,24.9,1640,22.0,947,21.4,23.0,20.9,88.5,80.0,1630,25.5,2.1,1.4,-9.0,987.6,997.2,1001.6,2204,994.1,324,8.5,0.0,14.7,-9.0,3.89,0.52,1500,32.2,0.1,7.08,15.9,6,9.6,18,-9.0,-9,-9.0,-9,-9.0,-9,25.6,22.9,21.5,16.1,15.4
20240701,108,1.8,1555,25,3.4,2052,27,5.2,1257,26.3,31.3,1537,22.0,506,19.8,28.6,20.2,69.1,47.0,1607,23.1,6.9,4.8,-9.0,993.9,1003.5,1005.4,2230,1001.4,6,5.5,8.3,14.7,-9.0,24.69,3.47,1200,-9.0,1.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.1,21.6,16.2,15.4
20240702,108,2.8,2426,7,5.3,1330,7,10.1,1323,23.2,25.2,1,21.9,1214,21.4,22.7,21.3,90.0,77.0,1,25.5,1.3,0.9,-9.0,994.0,1003.7,1005.8,1135,1002.2,1810,9.9,0.0,14.7,-9.0,1.93,0.32,1000,65.1,64.9,17.25,24.0,1127,5.6,1155,-9.0,-9,-9.0,-9,-9.0,-9,25.5,23.1,21.8,16.3,15.4
20240703,108,3.6,3133,18,5.5,43,18,12.9,34,24.7,25.9,1152,23.6,735,21.0,24.7,22.3,80.3,70.0,1152,24.9,3.3,2.3,-9.0,998.0,1007.7,1010.0,2155,1002.8,1,9.0,0.6,14.7,-9.0,8.91,1.71,1000,0.8,0.0,3.67,1.2,-2331,0.3,29,-9.0,-9,-9.0,-9,-9.0,-9,24.8,23.6,22.6,16.7,15.5
20240704,108,3.0,2574,20,6.6,2107,18,13.3,2201,26.8,30.6,1459,23.2,620,21.7,28.3,22.2,74.8,56.0,1606,26.1,5.5,3.9,-9.0,996.2,1005.8,1010.1,557,1000.4,2347,8.6,3.4,14.7,-9.0,18.81,2.98,1100,3.6,7.7,3.13,3.6,2155,3.0,2209,-9.0,-9,-9.0,-9,-9.0,-9,24.7,23.4,22.6,17.1,15.5
20240705,108,3.3,2831,20,7.6,123,23,16.2,200,23.4,26.1,1655,21.3,510,19.7,24.5,20.6,80.5,67.0,1624,23.0,3.2,2.3,-9.0,994.4,1004.1,1006.3,2047,1000.0,44,9.1,1.4,14.7,-9.0,11.25,1.74,1400,4.1,2.5,6.92,3.3,-2344,2.6,9,-9.0,-9,-9.0,-9,-9.0,-9,25.2,23.3,22.5,17.1,15.5
20240706,108,3.2,2753,20,6.5,1523,20,13.8,1517,25.1,30.0,1420,22.1,542,22.2,24.7,20.4,84.1,73.0,1427,26.8,2.9,2.0,-9.0,992.9,1002.6,1005.5,29,1000.0,1416,9.8,0.1,14.7,-9.0,6.84,1.34,1300,2.8,0.3,5.92,2.0,449,1.2,539,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.2,22.4,17.1,15.6
20240707,108,1.8,1583,16,4.2,1420,16,7.3,1414,24.4,28.2,1327,21.5,514,21.6,25.7,19.3,85.1,68.0,1309,25.9,2.9,2.0,-9.0,994.3,1004.0,1005.5,816,1003.1,1357,8.8,0.6,14.6,-9.0,11.09,1.88,1300,28.7,38.2,5.17,26.8,1813,9.4,1856,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.3,22.4,17.0,15.6
20240708,108,1.8,1579,18,4.0,735,20,6.8,732,23.8,24.5,1535,23.1,2032,22.6,24.2,22.8,93.4,89.0,1749,27.5,1.3,0.9,-9.0,992.8,1002.5,1004.0,36,1000.4,1640,9.8,0.0,14.6,-9.0,3.36,0.66,1500,21.1,11.6,17.83,7.1,352,3.9,431,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.3,22.6,17.1,15.6
20240709,108,1.8,1538,23,4.7,1538,20,8.2,1536,24.5,26.7,1317,22.7,513,22.0,25.1,21.4,86.9,78.0,1313,26.5,2.8,1.9,-9.0,994.2,1003.9,1005.5,840,1002.0,230,9.5,0.1,14.6,-9.0,7.77,1.15,900,0.3,1.7,6.17,0.2,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.9,23.5,22.9,18.1,15.7
20240710,108,2.2,1860,34,4.9,1452,18,8.9,1446,26.6,31.1,1326,22.7,517,22.1,27.2,21.2,77.1,57.0,1331,26.6,5.4,3.8,-9.0,990.0,999.6,1002.9,1,998.3,346,6.3,7.1,14.6,-9.0,20.04,3.45,1100,1.4,0.0,3.92,1.4,-2349,0.7,23,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.4,22.9,18.2,15.7
20240711,108,2.1,1811,23,3.7,1350,18,6.4,1342,25.7,28.9,1531,23.3,2354,21.8,27.7,20.7,79.6,66.0,1557,26.1,5.6,3.9,-9.0,991.9,1001.5,1002.7,831,1000.2,1800,5.1,5.9,14.6,-9.0,21.74,2.76,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.4,23.4,22.8,18.0,15.8
20240712,108,1.6,1345,25,3.4,2104,27,5.0,2045,25.6,30.2,1619,21.8,550,21.6,26.4,19.3,79.5,59.0,1715,25.7,4.0,2.8,-9.0,992.7,1002.3,1003.9,2310,1001.2,1523,4.4,3.7,14.6,-9.0,13.33,2.16,1500,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.7,23.5,22.8,17.9,15.8
20240713,108,1.9,1651,16,4.2,1440,16,7.5,1452,28.1,33.3,1544,23.5,550,21.6,30.6,20.6,70.0,40.0,1528,25.8,7.2,5.1,-9.0,995.3,1004.9,1008.1,2254,1003.0,222,2.1,9.9,14.5,-9.0,23.54,3.18,1300,0.0,0.0,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.7,23.6,22.7,17.8,15.9
20240714,108,2.4,2110,5,3.8,1135,7,8.7,1109,28.4,32.1,1654,24.9,654,21.2,29.7,22.6,65.9,54.0,1706,25.2,7.5,5.2,-9.0,999.2,1008.8,1010.9,2338,1007.4,208,4.8,7.6,14.5,-9.0,22.34,3.19,1100,0.4,0.4,0.47,0.4,-9,0.4,1940,-9.0,-9,-9.0,-9,-9.0,-9,26.2,23.6,22.8,17.7,15.9
20240715,108,2.4,2096,5,3.7,238,11,7.7,1216,28.4,31.3,1633,24.5,524,21.0,30.2,21.2,64.6,55.0,1530,24.9,5.8,4.1,-9.0,1001.1,1010.7,1011.9,806,1008.9,1735,5.1,6.3,14.5,-9.0,18.13,2.76,1000,0.0,0.0,0.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.4,23.8,22.8,17.7,15.9
20240716,108,2.3,2017,16,5.1,1532,16,8.6,1527,27.0,30.7,1227,24.6,2346,22.7,28.9,22.8,78.4,62.0,1234,27.6,3.1,2.2,-9.0,999.9,1009.6,1010.9,31,1008.4,1913,7.8,4.2,14.5,-9.0,12.32,2.4,900,17.0,62.3,9.93,7.3,1904,5.3,1926,-9.0,-9,-9.0,-9,-9.0,-9,26.5,23.9,22.8,17.7,16.0
20240717,108,2.5,2165,20,6.8,1409,20,11.9,1404,25.4,28.1,1345,24.1,355,23.9,25.1,23.7,91.6,76.0,1404,29.6,1.5,1.1,-9.0,997.6,1007.2,1009.5,12,1005.2,2356,9.8,0.1,14.5,-9.0,3.48,1.59,1300,98.8,109.2,18.58,63.3,825,16.5,905,-9.0,-9,-9.0,-9,-9.0,-9,26.4,24.0,22.9,17.8,16.0
20240718,108,2.2,1922,18,7.5,402,18,13.9,356,24.3,25.6,1,23.1,813,23.5,24.1,22.8,95.3,89.0,314,28.9,1.2,0.9,-9.0,992.0,1001.7,1005.2,1,998.4,1504,10.0,0.0,14.5,-9.0,2.47,0.42,1500,128.8,73.2,17.92,20.2,1410,9.3,352,-9.0,-9,-9.0,-9,-9.0,-9,26.1,24.9,24.3,19.7,16.1
20240719,108,2.2,1887,23,4.1,1844,18,8.0,1752,27.0,30.8,1454,24.2,440,23.0,29.8,23.2,80.1,60.0,1609,28.1,6.0,4.2,-9.0,995.4,1005.0,1007.5,2348,1003.7,1421,7.9,6.4,14.4,-9.0,21.69,3.18,1300,0.1,0.0,3.83,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.4,25.0,25.1,22.1,16.7
20240720,108,2.7,2337,18,6.1,2309,18,12.5,2210,27.2,30.6,1547,25.1,443,23.4,28.6,23.4,80.4,67.0,1604,28.7,4.1,2.9,-9.0,995.8,1005.4,1008.8,936,1001.8,1846,9.0,1.9,14.4,-9.0,13.42,2.49,1500,14.9,22.3,4.42,13.8,1829,10.7,1850,-9.0,-9,-9.0,-9,-9.0,-9,26.2,24.8,24.8,20.8,17.2
20240721,108,3.6,3068,23,8.3,132,20,17.6,130,26.5,29.8,1808,22.5,451,23.4,26.2,22.0,83.6,72.0,1719,28.9,3.4,2.4,-9.0,996.9,1006.5,1008.6,2357,1001.8,259,9.3,1.5,14.4,-9.0,11.48,2.18,1100,8.5,12.5,8.47,4.2,358,2.3,447,-9.0,-9,-9.0,-9,-9.0,-9,26.5,24.7,24.5,20.1,17.2
20240722,108,3.1,2700,20,7.9,2305,20,16.4,2337,26.6,27.9,1,24.3,1104,24.6,25.5,23.3,89.0,81.0,1917,30.9,1.8,1.3,-9.0,995.4,1005.1,1008.6,1,1000.6,2240,9.9,0.0,14.4,-9.0,4.09,1.25,1200,79.9,68.6,10.33,32.2,2253,24.2,2328,-9.0,-9,-9.0,-9,-9.0,-9,26.6,24.8,24.5,19.9,17.1
20240723,108,3.2,2776,23,6.4,138,16,13.2,49,26.4,27.3,1517,25.8,454,24.2,26.3,24.8,87.9,80.0,1948,30.2,1.8,1.3,-9.0,994.4,1004.1,1005.2,2201,1002.1,1,9.6,0.0,14.3,-9.0,4.92,0.99,1400,2.0,16.0,6.33,1.0,1039,0.8,1038,-9.0,-9,-9.0,-9,-9.0,-9,26.6,25.2,25.0,21.6,17.0
20240724,108,2.6,2218,25,5.4,1625,25,9.8,1621,28.1,30.9,1355,26.0,546,25.2,29.0,25.4,85.0,71.0,1535,32.1,4.5,3.2,-9.0,994.5,1004.0,1005.4,2323,1003.0,1759,7.6,3.0,14.3,-9.0,15.31,2.57,1300,14.7,0.6,6.25,12.4,447,10.2,514,-9.0,-9,-9.0,-9,-9.0,-9,26.5,25.2,25.0,21.5,17.2
20240725,108,1.8,1580,11,5.0,2105,11,11.2,2058,28.8,32.2,1551,25.4,2356,24.8,29.4,24.3,79.8,64.0,1608,31.3,4.4,3.1,-9.0,996.3,1005.9,1008.7,2348,1004.4,252,8.6,2.4,14.3,-9.0,14.15,2.24,1000,25.3,26.0,2.67,15.1,2110,9.8,2117,-9.0,-9,-9.0,-9,-9.0,-9,27.0,25.2,24.9,21.0,17.3
20240726,108,2.3,1982,14,5.5,1339,16,10.4,1337,28.7,32.7,1537,25.2,137,25.2,31.5,24.4,81.9,65.0,1319,32.0,5.0,3.5,-9.0,999.8,1009.4,1012.4,2233,1007.5,1556,8.0,6.7,14.3,-9.0,18.29,2.83,1000,5.5,4.8,3.0,5.0,-2331,2.8,1334,-9.0,-9,-9.0,-9,-9.0,-9,27.4,25.3,24.9,20.7,17.3
20240727,108,1.7,1473,20,4.5,1208,23,10.2,1401,28.9,31.7,1244,27.5,546,25.7,31.2,26.7,83.6,68.0,1246,33.0,3.8,2.7,-9.0,1004.1,1013.8,1015.3,2154,1012.3,1,8.4,1.7,14.2,-9.0,12.73,2.7,1400,33.5,33.5,4.92,15.1,1655,10.9,1656,-9.0,-9,-9.0,-9,-9.0,-9,27.8,25.5,25.0,20.9,17.3
20240728,108,3.2,2798,20,6.8,1411,18,12.6,1756,29.2,32.2,1427,27.3,445,24.4,30.9,26.0,76.0,59.0,1409,30.6,5.9,4.1,-9.0,1002.5,1012.1,1015.0,1,1010.4,1749,8.3,5.1,14.2,-9.0,18.33,2.37,1400,0.0,0.0,0.33,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.2,25.8,25.3,21.4,17.3
20240729,108,3.8,3314,23,6.6,948,23,11.2,415,27.4,27.8,1,26.8,2356,24.4,26.6,26.0,84.0,80.0,3,30.5,1.8,1.3,-9.0,999.0,1008.7,1011.2,106,1006.8,1747,8.9,0.0,14.2,-9.0,2.61,0.3,1200,0.0,0.0,5.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.3,26.0,25.3,21.2,17.3
20240730,108,2.8,2395,23,4.3,145,23,9.4,342,28.6,31.9,1441,26.3,459,24.4,29.6,25.6,78.8,66.0,1446,30.6,5.1,3.6,-9.0,997.4,1007.0,1008.1,802,1005.7,1816,7.4,3.6,14.1,-9.0,15.95,2.48,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.8,26.0,25.3,20.8,17.3
20240731,108,2.6,2232,20,4.5,1700,18,7.1,1617,29.4,33.3,1540,27.0,321,24.2,30.3,25.7,74.5,59.0,1543,30.2,5.6,3.9,-9.0,996.5,1006.0,1007.9,608,1004.3,1646,7.3,4.7,14.1,-9.0,17.42,2.51,1300,-9.0,0.3,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.0,26.0,25.2,20.6,17.4
20240801,108,2.6,2268,18,3.9,733,18,7.1,1534,29.9,33.2,1520,27.3,442,25.0,30.6,25.8,75.5,64.0,1507,31.6,4.8,3.4,-9.0,994.5,1004.0,1005.9,108,1002.0,1615,6.8,3.6,14.1,-9.0,14.95,2.17,1400,0.3,-9.0,1.42,0.3,320,0.3,405,-9.0,-9,-9.0,-9,-9.0,-9,28.2,26.0,25.2,20.4,17.4
20240802,108,2.6,2230,20,4.2,1051,16,7.1,1051,29.6,32.5,1608,28.2,549,25.6,30.0,26.4,79.4,67.0,1645,32.8,3.6,2.5,-9.0,994.4,1004.0,1006.0,2359,1002.5,1632,7.9,2.4,14.0,-9.0,10.36,1.63,1500,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.3,26.1,25.2,20.3,17.4
20240803,108,2.2,1881,29,4.3,2127,29,7.2,2109,30.2,34.2,1528,27.2,425,25.0,32.4,25.0,75.0,58.0,1521,31.7,6.7,4.7,-9.0,997.3,1006.9,1007.9,947,1005.4,1659,4.4,7.8,14.0,-9.0,21.64,3.06,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.3,26.1,25.2,20.3,17.4
20240804,108,1.6,1341,23,3.4,1510,18,6.9,1505,31.8,36.2,1448,27.3,542,25.1,36.1,24.0,69.3,50.0,1208,31.9,7.3,5.1,-9.0,997.6,1007.1,1008.3,900,1005.2,1756,2.5,10.9,14.0,-9.0,24.4,3.43,1100,-9.0,0.5,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.6,26.2,25.2,20.2,17.4
20240805,108,1.9,1634,29,4.8,519,32,7.5,517,30.0,33.7,1522,26.9,2358,25.1,32.6,25.2,75.5,61.0,1829,31.9,4.1,2.8,-9.0,997.3,1006.8,1008.4,2153,1005.0,1747,7.1,3.4,13.9,-9.0,12.92,1.83,1000,1.3,0.8,3.53,0.8,2255,0.5,350,-9.0,-9,-9.0,-9,-9.0,-9,29.0,26.3,25.3,20.2,17.4
20240806,108,1.9,1655,16,3.7,847,16,7.3,840,29.5,33.5,1546,25.6,539,24.3,33.0,24.0,74.8,57.0,1526,30.4,5.7,4.0,-9.0,997.7,1007.3,1009.3,838,1005.3,1740,5.4,6.2,13.9,-9.0,18.84,3.13,1100,0.0,-9.0,0.75,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,26.4,25.3,20.2,17.5
20240807,108,1.7,1509,29,3.6,1527,32,6.1,1548,29.6,33.4,1602,27.2,536,23.8,31.8,24.4,72.0,55.0,1542,29.5,5.8,4.0,-9.0,996.1,1005.7,1007.8,1010,1003.5,1735,4.8,7.6,13.9,-9.0,20.7,3.38,1200,3.4,3.4,1.33,3.4,950,3.2,1014,-9.0,-9,-9.0,-9,-9.0,-9,29.0,26.5,25.4,20.2,17.5
20240808,108,1.6,1420,29,3.3,1940,27,5.9,2027,28.5,31.6,1708,26.9,2353,24.1,28.6,23.6,77.5,63.0,1634,29.9,3.9,2.7,-9.0,994.7,1004.3,1005.1,716,1002.9,1704,7.4,2.4,13.9,-9.0,10.94,1.61,1600,0.0,0.0,1.83,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,29.0,26.6,25.5,20.2,17.5
20240809,108,1.6,1359,25,3.3,1642,27,5.7,1755,29.3,33.6,1420,25.6,442,24.0,31.3,22.7,74.1,56.0,1423,29.8,4.5,3.1,-9.0,994.2,1003.7,1005.2,540,1002.2,1748,2.8,6.0,13.8,-9.0,15.55,2.69,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.8,26.7,25.5,20.3,17.6
20240810,108,1.7,1448,14,3.7,1339,16,6.6,1337,30.0,33.6,1335,26.4,530,23.8,32.0,23.6,70.8,55.0,1337,29.5,5.2,3.6,-9.0,993.0,1002.5,1004.2,724,1001.2,1720,6.8,4.3,13.8,-9.0,15.76,2.22,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.7,26.7,25.6,20.3,17.6
20240811,108,1.8,1562,14,3.4,1028,16,6.7,1027,30.8,34.4,1521,27.8,558,24.0,33.6,24.2,67.8,53.0,1541,29.8,5.4,3.8,-9.0,992.5,1002.0,1003.1,825,1000.9,1611,6.3,4.4,13.8,-9.0,17.14,2.83,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.7,26.7,25.7,20.3,17.6
20240812,108,1.9,1646,32,3.9,2031,34,6.4,2004,31.1,34.1,1512,28.2,608,24.9,33.6,25.3,70.5,57.0,1652,31.5,4.8,3.3,-9.0,994.5,1003.9,1005.9,2344,1002.3,142,4.1,4.1,13.7,-9.0,13.51,2.22,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,26.7,25.7,20.3,17.7
20240813,108,1.8,1587,16,4.5,1811,16,7.9,1806,31.3,36.4,1501,28.1,520,24.9,37.2,24.8,70.0,49.0,1443,31.5,6.6,4.6,-9.0,997.5,1007.1,1008.5,905,1005.4,1612,4.9,7.5,13.7,-9.0,20.81,2.98,1200,0.0,0.0,2.08,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,26.8,25.8,20.4,17.7
20240814,108,1.9,1628,25,6.1,1656,34,11.9,1732,30.0,34.9,1438,27.3,2002,24.4,33.7,24.8,73.0,52.0,1452,30.5,4.2,3.0,-9.0,997.6,1007.2,1008.3,823,1005.4,1616,5.6,4.7,13.7,-9.0,12.59,2.23,1000,3.0,3.3,1.75,3.0,1645,2.7,1645,-9.0,-9,-9.0,-9,-9.0,-9,29.2,26.8,25.8,20.4,17.8
20240815,108,1.8,1552,32,8.2,1642,32,13.0,1635,29.2,34.6,1541,26.7,546,24.0,31.7,24.8,74.6,53.0,1547,29.8,5.1,3.6,-9.0,997.5,1007.0,1008.4,834,1005.3,1558,5.4,4.1,13.6,-9.0,15.98,2.78,1300,6.4,6.1,3.25,6.1,1620,4.9,1631,-9.0,-9,-9.0,-9,-9.0,-9,29.0,26.9,25.9,20.5,17.8
20240816,108,2.0,1727,29,4.8,2100,29,7.6,2059,29.8,34.3,1340,26.8,418,23.4,29.2,24.3,69.4,51.0,1411,28.7,5.7,4.0,-9.0,998.5,1008.0,1009.2,2400,1006.1,1623,3.0,6.7,13.6,-9.0,17.24,3.03,1300,0.0,0.0,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.9,27.0,25.9,20.5,17.8
20240817,108,1.7,1483,32,6.4,1831,32,9.4,1833,29.8,34.0,1514,27.2,559,23.7,31.4,24.4,71.0,53.0,1451,29.2,4.6,3.2,-9.0,1000.0,1009.6,1010.8,844,1007.7,1559,4.8,5.3,13.5,-9.0,14.73,2.53,1000,11.0,11.0,1.5,11.0,1750,7.4,1806,-9.0,-9,-9.0,-9,-9.0,-9,28.9,27.0,26.0,20.5,17.9
20240818,108,2.0,1702,25,5.0,1510,27,7.6,1507,29.5,33.9,1253,27.0,525,24.1,29.5,25.3,73.8,56.0,1258,30.1,5.4,3.7,-9.0,999.2,1008.8,1010.5,14,1006.8,1724,5.5,6.4,13.5,-9.0,17.64,2.94,1200,0.0,0.0,1.08,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.8,27.0,26.0,20.6,17.9
20240819,108,1.9,1621,32,6.4,1810,29,10.5,1758,29.7,35.3,1355,26.3,607,23.8,31.7,24.4,72.3,46.0,1405,29.4,6.3,4.4,-9.0,998.0,1007.6,1008.8,2232,1005.5,1625,2.5,7.1,13.5,-9.0,20.08,3.54,1200,2.3,2.3,0.92,2.3,1755,2.2,1813,-9.0,-9,-9.0,-9,-9.0,-9,29.0,27.0,26.1,20.6,17.9
20240820,108,2.3,1986,11,4.2,1807,14,8.2,1758,31.4,35.4,1519,27.0,331,24.5,32.6,24.8,68.3,54.0,1344,30.8,5.8,4.1,-9.0,998.6,1008.1,1009.5,924,1006.0,1830,6.1,7.7,13.4,-9.0,19.09,2.6,1100,0.0,40.0,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,29.1,27.0,26.1,20.7,18.0
20240821,108,3.2,2729,20,5.3,809,18,11.7,1119,28.4,30.8,1,26.9,653,25.7,27.6,26.3,85.9,71.0,129,33.1,2.7,1.9,-9.0,996.9,1006.5,1008.1,141,1005.2,1841,9.5,0.0,13.4,-9.0,4.68,0.86,1500,42.2,2.2,12.75,14.7,733,6.3,550,-9.0,-9,-9.0,-9,-9.0,-9,29.2,27.1,26.1,20.7,18.0
20240822,108,3.4,2964,18,7.5,1423,18,13.9,1418,28.6,30.3,1251,27.1,2211,24.7,27.8,25.4,79.9,70.0,1008,31.2,3.0,2.1,-9.0,994.1,1003.6,1007.2,2,1000.7,1404,8.8,1.8,13.4,-9.0,7.27,0.99,800,0.6,0.6,4.42,0.5,1550,0.5,1554,-9.0,-9,-9.0,-9,-9.0,-9,28.8,27.1,26.2,20.8,18.0
20240823,108,2.7,2372,23,5.0,159,23,10.2,154,28.4,31.8,1418,26.4,550,23.0,28.6,24.0,73.5,59.0,1611,28.1,5.4,3.8,-9.0,997.8,1007.4,1009.4,2332,1005.8,1,5.3,5.6,13.3,-9.0,17.48,2.34,1000,0.0,-9.0,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.6,27.1,26.2,20.8,18.1
20240824,108,1.4,1200,20,3.6,1219,18,6.3,1217,27.6,30.9,1628,25.1,612,23.5,28.6,22.9,78.8,66.0,1139,29.0,3.5,2.5,-9.0,1000.0,1009.6,1010.8,850,1007.9,1816,3.8,2.4,13.3,-9.0,12.04,1.78,1000,2.0,2.0,3.42,1.5,1135,0.8,1153,-9.0,-9,-9.0,-9,-9.0,-9,28.6,27.1,26.2,20.9,18.1
20240825,108,1.4,1252,18,4.6,1707,18,6.7,1706,28.5,32.7,1558,24.9,612,23.8,29.1,23.1,76.6,58.0,1611,29.4,4.5,3.2,-9.0,998.8,1008.4,1010.0,757,1006.6,1605,3.4,5.1,13.2,-9.0,15.82,2.11,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.5,27.0,26.2,20.9,18.2
20240826,108,1.5,1276,34,3.7,1632,34,5.0,1626,28.1,30.6,1509,25.6,554,23.7,28.0,23.4,77.8,61.0,1848,29.3,2.7,1.9,-9.0,996.7,1006.3,1007.7,957,1005.1,1818,8.0,0.3,13.2,-9.0,8.21,1.61,1000,0.0,0.0,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.5,27.0,26.2,20.9,18.2
20240827,108,1.9,1621,32,4.5,1247,32,6.2,1240,26.5,30.3,1638,24.6,953,20.3,25.7,21.2,69.8,52.0,1706,23.9,4.5,3.2,-9.0,996.6,1006.3,1008.3,2321,1004.7,244,6.1,3.7,13.2,-9.0,10.04,1.81,1600,0.3,0.3,5.58,0.3,827,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.3,27.0,26.3,21.0,18.2
20240828,108,2.9,2515,5,4.2,2214,5,7.4,846,28.2,33.2,1623,23.0,559,20.0,30.2,19.7,62.1,46.0,1530,23.4,8.1,5.7,-9.0,998.4,1008.0,1009.6,929,1006.3,1618,0.4,11.5,13.1,-9.0,23.98,3.3,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.9,26.9,26.2,21.0,18.3
20240829,108,3.1,2658,5,5.3,2040,5,9.0,2033,28.4,33.5,1416,23.4,624,20.0,32.8,19.7,61.0,49.0,1331,23.4,8.6,6.0,-9.0,996.9,1006.5,1008.5,738,1004.3,1630,0.6,12.0,13.1,-9.0,24.86,3.33,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.9,26.8,26.2,21.1,18.3
20240830,108,2.4,2043,29,4.5,1528,27,8.1,1523,28.0,32.9,1415,23.7,604,20.3,32.4,19.9,64.0,45.0,1644,23.9,7.9,5.5,-9.0,995.1,1004.6,1006.1,931,1003.0,1609,0.9,12.0,13.1,-9.0,24.53,3.32,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.0,26.7,26.2,21.1,18.3
20240831,108,1.9,1659,32,4.3,16,34,6.3,14,27.6,33.0,1553,22.6,639,20.2,33.3,18.5,65.6,40.0,1607,23.7,7.2,5.0,-9.0,996.3,1005.9,1007.2,929,1004.4,1612,1.8,12.0,13.0,-9.0,24.15,3.2,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.0,26.7,26.2,21.1,18.4
