tm,TEMP_AVG,HUMID,WT_AVG,DO,RN_SUM_7,TG_MIN,MOS_PARK
2020-07-17,26.0,72.0,26.66111111111111,6.509722222222222,62.0,18.3,73.3
2020-07-18,26.1,71.6,26.57777777777778,5.777777777777779,62.0,20.4,79.5
2020-07-19,24.0,81.6,24.18694444444445,4.803333333333334,88.2,19.5,83.8
2020-07-20,23.8,86.3,24.083059922533607,5.22104693552062,44.2,20.8,85.2
2020-07-21,25.0,77.0,25.4375,6.360119047619048,32.7,18.5,80.6
2020-07-22,23.7,89.3,24.789766081871345,5.364400584795322,44.2,20.2,74.7
2020-07-23,21.1,95.5,23.259420289855072,5.0260869565217385,147.3,17.3,79.5
2020-07-24,22.5,74.3,21.333876811594205,6.1375,150.2,17.3,74.4
2020-07-25,24.3,69.3,22.40416666666667,5.179166666666667,150.2,20.1,65.0
2020-07-26,25.4,69.3,23.793055555555554,5.8946581196581205,121.10000000000001,19.0,69.8
2020-07-27,24.3,86.4,24.007085346215785,5.550724637681159,119.69999999999999,21.4,76.7
2020-07-28,24.4,84.8,24.13888888888889,5.558333333333334,120.1,21.1,81.2
2020-07-29,23.7,95.8,23.59345238095238,4.489087301587301,158.7,21.6,76.7
2020-07-30,25.3,85.5,24.37777777777778,5.048611111111111,55.7,20.6,77.1
2020-07-31,26.2,81.9,24.79583333333333,5.509722222222223,54.300000000000004,21.1,74.5
2020-08-01,25.3,90.9,24.231944444444448,4.486111111111111,93.4,23.1,80.8
2020-08-02,24.9,96.3,23.126944444444444,4.911944444444444,124.80000000000001,22.8,84.9
2020-08-03,25.0,96.3,22.758333333333333,4.758333333333333,225.2,22.8,84.7
2020-08-04,27.0,89.3,22.791666666666664,5.09375,228.7,24.3,80.1
2020-08-05,26.5,92.1,23.012500000000003,3.970833333333333,197.1,24.3,79.5
2020-08-06,24.1,92.8,22.74375,4.39861111111111,272.70000000000005,21.1,88.3
2020-08-07,24.3,85.3,21.471739130434784,4.154347826086957,271.20000000000005,20.6,86.0
2020-08-08,24.2,89.5,21.85625,3.695833333333333,251.2,20.6,75.9
2020-08-09,24.9,95.4,22.74375,4.379166666666666,270.1,23.1,79.0
2020-08-10,26.5,91.6,22.235416666666666,4.491666666666667,212.10000000000002,23.6,76.6
2020-08-11,24.6,92.5,22.40833333333333,4.877083333333333,305.20000000000005,21.5,79.1
2020-08-12,27.2,83.9,22.06875,4.089583333333334,286.70000000000005,21.5,87.0
2020-08-13,28.0,82.4,23.03625,4.427083333333333,211.00000000000003,24.4,86.4
2020-08-14,27.1,86.1,23.539583333333333,4.602083333333333,211.40000000000003,24.9,89.5
2020-08-15,26.1,96.0,23.802083333333336,4.233333333333333,261.30000000000007,18.7,93.0
2020-08-16,27.4,82.6,23.90470085470085,5.304059829059828,211.00000000000003,23.7,88.7
2020-08-17,28.2,77.9,24.58611111111111,5.179166666666666,166.40000000000003,22.1,84.4
2020-08-18,27.5,76.3,24.882936507936503,4.73968253968254,69.40000000000003,20.8,90.2
2020-08-19,27.1,76.8,25.64305555555556,5.377777777777777,69.40000000000003,20.2,98.8
2020-08-20,27.7,76.0,25.95858585858586,5.504040404040404,69.40000000000003,21.8,90.6
2020-08-21,26.6,83.1,25.566666666666663,5.004166666666666,71.50000000000003,22.4,88.9
2020-08-22,24.3,87.4,24.60694444444444,4.848611111111111,45.10000000000003,20.1,95.2
2020-08-23,25.3,78.4,24.19861111111111,4.983333333333333,45.10000000000003,19.7,89.2
2020-08-24,27.8,71.6,25.147222222222226,4.858333333333333,45.10000000000003,20.9,85.0
2020-08-25,29.9,69.5,25.93611111111112,4.852777777777778,45.10000000000003,22.7,81.1
2020-08-26,30.2,68.3,26.63055555555556,5.352777777777778,45.70000000000003,23.6,93.7
2020-08-27,27.1,84.6,25.786437908496733,5.464950980392157,54.40000000000003,23.6,110.7
2020-08-28,27.3,89.1,25.885185185185183,4.295833333333333,65.50000000000003,24.3,104.3
2020-08-29,26.8,90.1,25.72638888888889,3.956944444444445,36.50000000000003,23.5,90.4
2020-08-30,26.8,88.8,24.76944444444444,4.663888888888889,79.00000000000003,22.6,94.3
2020-08-31,26.4,77.9,24.6340811965812,5.25758547008547,79.00000000000003,21.9,91.3
2020-09-01,26.6,72.4,24.848333333333333,5.9252777777777785,79.00000000000003,21.8,96.3
2020-09-02,24.3,91.3,24.51619047619048,4.975753968253969,111.70000000000003,21.8,85.6
2020-09-03,22.7,82.0,23.367843915343915,5.072830687830688,132.80000000000004,17.9,86.5
2020-09-04,23.3,63.9,23.13548611111111,5.725833333333333,119.20000000000003,15.3,76.7
2020-09-05,23.3,66.6,22.991666666666664,6.447222222222223,105.60000000000002,15.7,75.6
2020-09-06,21.7,80.0,22.4875,6.766666666666666,69.50000000000003,17.1,72.8
2020-09-07,19.2,93.5,21.42638888888889,4.995833333333334,130.50000000000003,16.4,72.8
2020-09-08,23.4,71.5,21.99378019323672,5.363828502415458,130.50000000000003,17.6,67.0
2020-09-09,21.1,83.4,22.07777777777778,5.540277777777778,98.50000000000003,16.1,58.8
2020-09-10,22.8,75.8,22.05185185185185,5.031303418803419,72.60000000000004,17.1,73.2
2020-09-11,22.4,72.6,22.441666666666663,6.575,73.80000000000004,16.9,65.1
2020-09-12,20.2,83.8,21.71527777777777,6.001388888888889,79.50000000000003,16.8,74.0
2020-09-13,21.5,70.4,22.361111111111114,6.480555555555555,73.10000000000002,14.0,69.5
2020-09-14,21.3,79.3,22.65138888888889,6.3500000000000005,12.10000000000003,12.9,62.0
2020-09-15,23.0,76.4,23.27916666666667,6.133333333333333,12.10000000000003,15.3,66.3
2020-09-16,22.5,79.9,22.98985507246377,6.294202898550725,11.100000000000028,19.1,65.7
2020-09-17,21.3,70.3,22.383756038647345,7.073671497584542,7.200000000000029,17.1,72.3
2020-09-18,21.5,62.0,22.69428104575164,7.126633986928105,6.000000000000028,13.0,70.8
2020-09-19,21.2,59.3,22.2,5.300000000000001,0.6000000000000284,9.6,66.5
2020-09-21,19.1,56.1,22.469673202614377,7.656078431372549,0.6000000000000284,7.3,65.3
2020-09-22,20.2,55.3,22.20555555555556,7.570833333333333,0.6000000000000284,10.5,60.4
2020-09-23,19.2,59.9,21.79444444444444,7.8,0.6000000000000284,10.7,60.5
2020-09-24,20.6,59.6,22.10138888888889,7.479166666666667,0.3000000000000284,15.1,63.8
2020-09-25,20.1,64.1,21.71372549019608,7.233333333333333,0.3000000000000284,12.6,58.8
2020-10-06,14.2,55.9,20.88,8.040833333333333,0.3000000000000284,4.0,51.4
2020-10-07,16.0,48.9,19.557383040935672,7.508479532163743,0.0,5.8,43.3
2020-10-08,17.2,53.0,19.87474747474748,7.570959595959596,0.0,8.5,21.6
2020-10-09,17.2,53.4,20.24305555555556,7.816666666666666,0.0,6.8,21.6
2020-10-10,16.9,60.1,20.063888888888886,7.774999999999999,0.0,6.6,21.6
2020-10-11,16.9,68.5,20.069444444444443,7.498611111111111,0.0,9.7,21.6
2020-10-12,16.2,68.6,20.122777777777777,7.251388888888889,0.0,8.0,21.6
2020-10-13,13.6,52.3,19.0593253968254,7.573611111111112,0.0,1.4,21.6
2020-10-14,12.8,47.0,18.5550925925926,7.611111111111111,0.0,5.1,21.6
2020-10-15,11.7,41.8,17.482954545454547,7.743308080808081,0.0,1.0,21.6
2020-10-16,11.8,64.3,17.131944444444443,7.086111111111111,0.0,3.5,21.6
2020-10-17,13.1,64.3,18.005555555555556,7.315277777777777,0.0,2.0,21.6
2020-10-18,13.6,65.5,18.034722222222225,7.148611111111111,0.0,1.7,21.6
2020-10-19,15.1,74.4,18.7,6.929166666666667,0.0,2.9,21.6
2020-10-20,15.2,67.1,19.0625,6.80138888888889,0.0,3.7,21.6
2020-10-21,14.1,69.4,18.11136363636364,6.663510101010101,0.0,6.6,22.5
2020-10-22,13.5,66.0,18.084722222222226,7.3694444444444445,0.0,5.6,21.6
2020-10-23,8.6,51.5,16.32361111111111,8.009722222222221,0.0,0.6,21.6
2020-10-24,8.7,47.6,15.451388888888893,8.293055555555556,0.0,-1.6,21.6
2020-10-25,11.8,62.5,16.09027777777778,8.338888888888889,0.0,1.6,21.6
2020-10-26,12.9,71.6,17.021843434343435,8.255176767676767,0.0,3.2,21.6
2020-10-27,14.0,74.1,17.458333333333332,8.006944444444445,0.0,6.0,21.6
2020-10-28,13.8,52.1,17.993055555555557,7.681944444444444,0.0,2.1,21.6
2020-10-29,10.8,40.3,16.434722222222224,7.729166666666667,0.0,-1.5,21.6
2020-10-30,11.9,42.9,16.370833333333334,7.993055555555554,0.0,1.6,21.6
2020-10-31,13.6,60.3,16.36111111111111,7.797222222222222,0.0,5.2,21.6
2021-05-01,10.2,80.8,16.334722222222222,5.197222222222222,8.000000000000028,7.4,23.3
2021-05-02,12.4,67.9,17.676388888888887,5.379166666666666,9.700000000000028,5.4,13.3
2021-05-03,14.1,56.4,18.89404761904762,5.190873015873016,9.700000000000028,4.0,13.3
2021-05-04,13.8,82.6,17.70138888888889,4.819444444444445,29.30000000000003,7.8,10.9
2021-05-05,13.9,64.4,18.15138888888889,4.656944444444444,29.40000000000003,4.4,15.2
2021-05-06,15.7,46.4,18.15304232804233,5.621626984126984,29.40000000000003,2.9,23.1
2021-05-07,14.4,60.3,17.818749999999998,4.877083333333333,38.20000000000003,7.7,22.4
2021-05-08,14.3,66.1,17.770833333333336,5.502083333333333,30.20000000000003,5.4,15.5
2021-05-09,15.7,51.3,18.73333333333333,6.012499999999999,28.50000000000003,5.2,21.4
2021-05-10,13.2,67.9,17.62777777777778,5.666666666666666,28.50000000000003,4.7,17.2
2021-05-11,18.5,48.9,20.591477272727275,6.453977272727272,8.900000000000029,4.6,21.2
2021-05-12,22.0,39.5,20.8093201754386,5.783771929824561,8.80000000000003,11.6,23.5
2021-05-13,22.9,54.4,22.40625,5.889583333333333,8.80000000000003,11.0,20.9
2021-05-14,24.1,60.3,23.567750000000004,5.4751666666666665,0.0,12.1,46.4
2021-05-15,22.1,79.5,23.360416666666666,3.88125,15.000000000000028,17.7,46.3
2021-05-16,18.4,97.6,21.00625,3.277083333333333,81.90000000000003,14.1,51.4
2021-05-17,15.3,93.0,18.77309090909091,6.728727272727273,85.00000000000003,10.9,58.6
2021-05-18,17.9,70.5,20.413888888888888,6.40239898989899,85.00000000000003,9.2,36.5
2021-05-19,19.9,52.3,21.14305555555556,5.905555555555555,85.00000000000003,7.1,32.7
2021-05-20,18.7,59.8,19.975,5.758333333333333,85.90000000000003,11.0,34.2
2021-05-21,16.0,86.5,18.8758658008658,5.989772727272727,92.80000000000004,13.3,31.2
2021-05-22,18.6,69.3,20.579166666666666,6.530555555555555,78.00000000000003,9.3,0.0
2021-05-23,19.5,64.4,21.329166666666666,7.176388888888888,11.100000000000028,9.1,33.7
2021-05-24,19.4,61.0,21.905555555555555,7.859722222222222,8.000000000000028,12.4,34.8
2021-05-25,15.3,72.3,21.04170692431562,6.323832528180354,16.30000000000003,7.5,38.9
2021-05-26,18.0,58.5,20.12936507936508,6.746825396825397,16.30000000000003,6.6,44.0
2021-05-27,15.8,83.0,19.308333333333334,5.498611111111111,24.30000000000003,9.0,26.4
2021-05-28,15.3,86.0,18.02638888888889,5.220833333333334,29.700000000000028,7.9,26.6
2021-05-29,15.4,79.8,18.42083333333333,6.193055555555556,29.80000000000003,9.5,34.2
2021-05-30,18.4,73.0,20.502777777777776,6.606944444444444,47.900000000000034,7.8,28.1
2021-05-31,19.9,78.9,20.648611111111112,4.769444444444445,51.900000000000034,14.5,29.2
2021-06-01,20.2,74.6,20.903333333333336,5.888055555555556,46.80000000000003,13.9,26.5
2021-06-02,23.2,64.4,22.590277777777786,6.294444444444444,46.80000000000003,12.6,43.4
2021-06-03,19.1,80.8,21.7475,4.953333333333333,56.000000000000036,12.9,41.5
2021-06-04,18.5,69.4,21.405176767676767,5.120328282828283,43.70000000000003,8.8,46.3
2021-06-05,20.8,68.1,21.758333333333336,6.395833333333333,43.400000000000034,13.6,36.7
2021-06-06,23.0,69.6,23.21388888888889,7.041666666666667,25.30000000000003,12.7,32.8
2021-06-07,21.1,71.5,22.341134167764604,7.040788317962232,21.30000000000003,14.5,45.9
2021-06-08,23.6,69.6,23.45277777777778,7.472222222222221,18.20000000000003,15.3,51.6
2021-06-09,25.8,59.1,24.954166666666666,7.356944444444444,18.20000000000003,15.3,54.3
2021-06-10,24.9,68.5,25.030555555555555,7.041666666666667,6.200000000000028,17.5,59.0
2021-06-11,21.5,84.5,23.468055555555555,4.5875,10.800000000000027,18.8,57.0
2021-06-12,24.2,74.6,24.829166666666666,6.509722222222223,10.800000000000027,13.8,59.2
2021-06-13,24.8,72.6,25.047222222222228,7.05,10.800000000000027,16.6,54.9
2021-06-14,24.8,68.8,25.98903508771929,6.648318713450292,10.800000000000027,16.6,51.9
2021-06-15,22.5,79.1,24.293470418470417,5.259469696969696,12.600000000000028,18.5,61.1
2021-06-16,24.3,59.9,24.51111111111111,6.348611111111111,12.600000000000028,16.9,54.1
2021-06-17,21.9,71.4,23.741666666666664,6.059722222222223,6.500000000000028,17.7,60.5
2021-06-18,20.0,92.1,22.816666666666663,5.986111111111111,8.200000000000028,18.4,58.2
2021-06-19,22.3,74.0,24.166666666666668,7.041666666666667,8.200000000000028,12.9,54.8
2021-06-20,22.9,73.3,25.293055555555554,6.606944444444444,8.200000000000028,12.0,50.6
2021-06-21,23.6,67.0,25.87777777777778,6.525,8.200000000000028,15.0,49.0
2021-06-22,22.8,67.9,24.90252525252525,6.481060606060606,6.300000000000027,15.2,50.3
2021-06-23,22.4,70.5,24.49960317460317,6.139484126984127,13.800000000000027,17.9,54.4
2021-06-24,23.0,71.1,25.035732323232324,5.568560606060605,13.800000000000027,17.0,57.5
2021-06-25,24.1,69.0,25.768055555555552,6.159722222222222,7.500000000000028,17.0,53.1
2021-06-26,22.8,78.5,25.230555555555554,5.411111111111111,12.000000000000028,18.6,52.1
2021-06-27,24.5,72.1,25.92361111111111,6.223611111111111,50.20000000000003,18.3,55.8
2021-06-28,23.7,76.4,25.334722222222226,4.623611111111111,50.30000000000003,19.8,57.4
2021-06-29,23.9,78.6,25.072222222222223,4.547222222222222,58.30000000000003,19.6,57.4
2021-06-30,24.3,77.9,24.9375,4.844444444444444,56.80000000000003,19.3,60.6
2021-07-01,26.3,70.9,26.246590909090912,5.613005050505051,56.80000000000003,19.6,61.2
2021-07-02,27.1,64.1,27.004166666666663,4.976388888888889,56.80000000000003,21.2,60.4
2021-07-03,22.6,80.0,25.09027777777777,4.602777777777778,112.30000000000004,19.3,62.7
2021-07-04,21.4,96.8,22.087499999999995,4.752777777777777,95.50000000000003,19.6,70.3
2021-07-05,23.3,80.3,22.9531746031746,5.634226190476191,95.40000000000003,19.5,54.9
2021-07-06,25.3,73.4,24.61337719298245,5.6135233918128655,87.40000000000003,18.0,54.3
2021-07-07,26.4,78.5,25.488167388167387,5.074801587301588,94.10000000000004,21.5,56.6
2021-07-08,26.0,81.6,26.055050505050502,5.093939393939394,97.00000000000003,21.7,61.0
2021-07-09,25.5,77.3,26.397222222222226,5.468055555555556,97.00000000000003,21.7,70.1
2021-07-10,25.9,80.4,26.259722222222223,5.116666666666667,37.50000000000003,22.0,70.2
2021-07-11,25.7,86.8,24.93611111111112,5.776388888888889,16.50000000000003,22.2,69.2
2021-07-12,28.1,75.1,26.42563131313132,6.13611111111111,16.50000000000003,21.7,67.5
2021-07-13,28.8,76.1,27.647222222222226,5.138888888888889,16.50000000000003,23.6,70.6
2021-07-14,29.7,71.4,28.27777777777777,5.577777777777778,3.8000000000000282,22.8,71.3
2021-07-15,29.1,71.1,28.82179951690821,5.025483091787439,0.9000000000000284,22.9,79.1
2021-07-16,28.8,68.4,28.85934343434344,5.0703282828282825,0.9000000000000284,21.6,79.3
2021-07-17,29.1,63.1,28.95138888888889,4.670833333333333,0.40000000000002844,21.6,79.1
2021-07-18,29.6,62.5,29.12361111111112,5.063888888888889,0.0,22.5,74.4
2021-07-19,26.4,80.1,27.73333333333333,3.948611111111111,67.40000000000003,21.9,74.4
2021-07-20,27.9,75.8,27.93973665223665,4.40247113997114,67.40000000000003,21.2,78.2
2021-07-21,30.5,64.0,29.52361111111111,5.648611111111111,67.40000000000003,22.0,71.4
2021-07-22,31.2,59.8,30.2,6.058333333333334,67.40000000000003,22.8,73.4
2021-07-23,31.2,61.8,30.35138888888889,6.277777777777779,67.40000000000003,22.7,77.4
2021-07-24,31.7,57.4,30.54444444444444,6.216666666666666,67.40000000000003,23.0,82.3
2021-07-25,31.5,55.8,30.44861111111111,6.48888888888889,67.40000000000003,22.3,84.4
2021-07-26,31.2,54.9,30.21854256854257,6.4009018759018765,0.0,24.4,83.2
2021-07-27,31.1,60.5,30.4875,6.3625,0.0,24.8,84.0
2021-07-28,30.4,67.4,29.8454365079365,5.624801587301588,0.0,24.9,89.3
2021-07-29,29.6,69.9,29.50555555555556,6.0625,0.0,24.0,87.6
2021-07-30,30.5,63.1,29.705555555555552,5.663888888888889,0.0,22.5,83.1
2021-07-31,29.8,69.9,28.56805555555556,5.048611111111112,3.0000000000000284,25.0,82.1
2021-08-01,27.1,81.8,27.05555555555556,6.440277777777777,24.00000000000003,24.2,80.2
2021-08-02,26.5,82.6,26.17083333333333,6.519722222222222,25.700000000000028,23.6,82.2
2021-08-03,28.0,76.9,29.03888888888889,6.351388888888889,25.700000000000028,22.3,73.9
2021-08-04,28.9,70.6,29.144722222222224,5.9125000000000005,25.700000000000028,23.3,73.5
2021-08-05,29.4,68.1,29.65277777777777,6.316666666666666,25.700000000000028,22.5,71.8
2021-08-06,28.1,68.4,29.45555555555556,6.393055555555556,25.700000000000028,23.3,79.8
2021-08-07,28.0,65.0,28.995833333333334,6.838888888888889,22.700000000000028,19.2,77.7
2021-08-08,26.8,74.8,28.433333333333334,6.816666666666666,14.400000000000027,20.4,78.4
2021-08-09,28.3,62.4,28.41388888888889,6.784722222222222,12.700000000000028,19.9,69.9
2021-08-10,27.7,62.5,28.53611111111111,6.515277777777778,12.700000000000028,21.2,73.1
2021-08-11,27.4,70.3,28.222222222222225,6.408333333333334,12.700000000000028,20.6,70.1
2021-08-12,26.8,67.1,27.11805555555556,6.736111111111112,12.700000000000028,20.0,72.8
2021-08-13,26.6,70.4,26.426262626262627,6.384559884559884,12.700000000000028,19.7,77.4
2021-08-14,26.1,63.9,27.159722222222225,6.563888888888889,12.700000000000028,21.1,71.6
2021-08-15,26.9,59.6,27.51944444444445,7.115277777777777,0.0,18.8,68.9
2021-08-16,27.3,61.1,28.219444444444445,7.144444444444445,0.0,20.5,69.1
2021-08-17,25.9,65.0,27.61805555555556,7.0125,9.30000000000003,20.3,64.3
2021-08-18,24.3,69.6,25.92063492063492,6.496825396825397,14.900000000000029,18.7,67.1
2021-08-19,26.0,57.1,27.18039215686274,7.284313725490196,14.900000000000029,18.4,64.5
2021-08-20,26.6,63.6,27.1875,6.677777777777777,14.900000000000029,20.5,60.1
2021-08-21,23.8,88.1,25.16388888888889,5.318055555555556,77.70000000000003,20.7,61.6
2021-08-22,24.4,81.5,24.64305555555556,6.009722222222223,77.70000000000002,19.3,66.5
2021-08-23,22.4,89.3,24.09465811965812,6.408547008547008,85.10000000000002,18.8,59.0
2021-08-24,23.4,93.6,24.1875,5.604166666666666,86.30000000000003,20.4,64.2
2021-08-25,25.0,85.5,25.64246031746032,6.2670634920634924,81.00000000000001,20.0,58.5
2021-08-26,25.5,84.9,25.730555555555554,6.7250000000000005,81.70000000000002,20.4,61.4
2021-08-27,22.4,83.5,25.16919191919192,6.5561868686868685,82.60000000000002,17.6,68.1
2021-08-28,23.6,80.4,25.280555555555555,7.127777777777777,19.80000000000003,17.1,66.3
2021-08-29,23.7,82.6,25.530555555555555,7.045833333333333,20.700000000000028,19.1,57.0
2021-08-30,24.2,77.5,25.308333333333334,7.523611111111111,13.30000000000003,19.0,55.9
2021-08-31,20.5,93.3,23.84861111111111,6.340277777777778,80.20000000000003,17.8,62.3
2021-09-01,21.4,83.1,21.854166666666668,6.727777777777778,80.70000000000003,18.5,60.6
2021-09-02,23.5,70.3,23.466111111111115,7.041666666666667,80.00000000000003,18.2,49.4
2021-09-03,24.3,60.3,24.715744324045406,6.704031217750258,79.10000000000002,18.3,50.0
2021-09-04,23.2,57.0,25.02916666666667,7.001388888888889,79.10000000000002,16.1,58.5
2021-09-05,23.1,61.1,24.3125,7.127777777777777,78.20000000000003,16.8,59.3
2021-09-06,22.3,70.1,23.8439393939394,6.929960317460317,90.20000000000003,17.2,52.1
2021-09-07,19.6,98.1,22.45138888888889,4.562499999999999,42.400000000000034,17.1,54.5
2021-09-08,22.2,81.3,23.4015716374269,5.734722222222222,43.20000000000003,15.0,49.5
2021-09-09,23.5,76.5,24.391468253968256,6.271626984126985,43.20000000000003,14.7,45.7
2021-09-10,23.6,76.0,24.910307017543857,6.466520467836257,43.20000000000003,14.9,53.0
2021-09-11,24.0,73.1,25.45833333333333,6.841666666666666,43.20000000000003,15.5,55.1
2021-09-12,24.2,64.6,25.64583333333333,6.798611111111112,43.20000000000003,15.4,56.0
2021-09-13,24.8,67.1,25.60143790849673,6.677124183006536,31.20000000000003,15.5,57.1
2021-09-14,24.6,63.3,25.45277777777778,6.927777777777778,1.6000000000000285,14.4,54.9
2021-09-15,23.6,57.5,24.980555555555554,6.913888888888889,0.0,14.0,65.6
