tm,mosquito_value_house,mosquito_value_park,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50,날짜,수온,pH,용존산소(㎎/L),총질소(㎎/L),총인(㎎/L),총유기탄소
20200613,58.5,84.2,108,1.9,1639,29,5.0,1946,29,8.4,1946,26.9,33.5,1513,20.6,541,15.7,34.6,16.2,52.8,27.0,1331,17.9,9.2,6.5,-9.0,994.3,1003.9,1005.9,853,1001.9,1500,5.5,9.7,14.7,-9.0,28.11,3.64,1200,0.0,1.1,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.5,20.7,18.6,14.7,13.7,2020-06-13,26.20555555555556,7.152777777777778,5.881944444444444,5.445069444444445,0.1160416666666666,4.629166666666666
20200614,55.1,79.5,108,2.9,2510,29,5.9,1627,32,10.1,1822,24.0,28.8,1433,20.1,2355,17.9,29.6,16.9,70.6,41.0,1306,20.6,7.0,4.9,-9.0,994.3,1004.0,1007.2,2355,1002.3,645,4.4,8.1,14.8,-9.0,22.52,3.41,1200,1.1,-9.0,3.83,1.1,231,0.4,314,-9.0,-9,-9.0,-9,-9.0,-9,24.1,20.9,18.8,14.8,13.7,2020-06-14,26.663888888888888,7.165277777777778,5.884722222222222,5.969652777777778,0.109375,4.520833333333333
20200615,60.9,87.8,108,2.8,2427,29,6.3,1616,25,13.4,1538,23.0,28.6,1500,18.2,548,14.5,31.1,13.6,62.3,31.0,1709,16.7,8.6,6.0,-9.0,996.4,1006.1,1008.1,803,1004.1,1643,6.0,10.1,14.8,-9.0,26.53,3.32,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.1,21.1,19.0,14.9,13.7,2020-06-15,25.826551226551228,7.184866522366522,5.537391774891774,7.054870129870131,0.1461102092352092,5.103985507246377
20200616,52.5,75.6,108,2.2,1923,27,4.4,1651,25,6.9,1652,24.4,30.7,1527,20.0,357,16.4,32.2,17.4,63.0,37.0,1552,18.7,7.8,5.5,-9.0,995.7,1005.5,1007.0,702,1003.4,1559,6.0,7.5,14.8,-9.0,24.74,3.58,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.1,21.3,19.1,15.0,13.7,2020-06-16,26.432936507936507,7.241468253968254,6.360515873015873,6.715833333333333,0.104375,4.735155122655122
20200617,49.7,71.7,108,2.0,1701,29,4.3,1644,23,7.9,1626,24.3,30.3,1455,20.2,533,15.3,31.1,14.9,58.6,37.0,1340,17.4,6.6,4.6,-9.0,995.3,1005.0,1006.1,525,1003.3,1458,7.4,5.9,14.8,-9.0,21.25,3.47,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,21.4,19.3,15.0,13.7,2020-06-17,26.15299145299145,7.230769230769231,5.623076923076923,6.601319658119659,0.1154273504273504,4.800554400554401
20200618,53.5,77.1,108,1.6,1407,29,3.4,1845,29,5.6,1840,23.4,27.3,1551,20.3,541,15.4,26.7,17.1,61.4,47.0,1419,17.5,3.9,2.8,-9.0,993.1,1002.8,1005.6,7,1000.9,1724,9.0,0.1,14.8,-9.0,11.0,1.58,1300,-9.0,0.1,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,21.6,19.5,15.1,13.7,2020-06-18,25.07777777777778,7.169444444444444,5.420833333333334,7.679236111111112,0.1183333333333333,4.779166666666667
20200619,53.2,76.7,108,2.1,1821,29,4.2,1901,5,7.1,56,24.7,30.0,1448,21.1,658,16.5,29.6,18.7,61.4,45.0,1450,18.8,6.4,4.5,-9.0,996.4,1006.1,1009.5,2238,1002.8,16,6.3,6.0,14.8,-9.0,19.6,3.31,1100,0.1,0.0,1.83,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.7,19.6,15.2,13.8,2020-06-19,25.647777777777776,7.233888888888889,5.846944444444444,8.614603174603173,0.1193611111111111,4.594542920847268
20200620,50.8,73.2,108,2.1,1853,32,4.6,1616,27,7.9,1542,24.9,29.7,1254,20.7,503,16.9,31.9,15.4,62.6,48.0,1226,19.3,7.6,5.3,-9.0,1000.0,1009.8,1011.3,715,1008.0,1744,0.9,11.7,14.8,-9.0,24.75,2.89,1000,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.2,21.7,19.8,15.3,13.8,2020-06-20,26.7875,7.351388888888889,5.954166666666667,6.964143518518519,0.1094444444444444,4.355555555555555
20200621,54.4,78.4,108,2.0,1713,29,4.5,1518,29,8.4,1515,26.1,32.7,1450,19.5,544,17.0,34.1,15.6,59.5,39.0,1326,19.3,8.8,6.2,-9.0,998.0,1007.7,1009.9,159,1005.0,1725,0.1,13.5,14.8,-9.0,27.82,3.42,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,21.8,19.9,15.3,13.8,2020-06-21,27.32777777777778,7.354166666666667,5.868055555555556,7.137847222222223,0.1153472222222222,4.484722222222222
20200622,54.9,79.2,108,2.0,1698,29,4.1,1807,29,6.7,1700,28.6,35.4,1509,21.7,522,16.4,36.3,16.1,50.5,26.0,1627,18.8,10.3,7.2,-9.0,998.0,1007.6,1008.7,754,1006.1,1446,1.6,13.3,14.8,-9.0,28.95,3.38,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.8,22.0,20.0,15.4,13.8,2020-06-22,28.218888888888888,7.330833333333333,5.551111111111112,6.588718434343434,0.1115277777777777,4.511473429951692
20200623,58.6,84.4,108,1.9,1602,25,3.7,1430,25,5.7,1428,27.3,31.0,1405,23.2,610,16.8,32.1,19.1,53.5,42.0,1109,19.2,5.8,4.1,-9.0,998.3,1007.9,1009.6,544,1006.4,2341,7.5,5.1,14.8,-9.0,16.97,2.7,1000,0.0,0.3,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.4,22.3,20.2,15.4,13.9,2020-06-23,27.506944444444446,7.265277777777778,4.911111111111111,5.82,0.1140972222222222,4.752777777777777
20200624,66.6,95.9,108,2.7,2359,14,5.7,1005,11,10.0,702,22.3,26.3,1,19.9,1250,19.0,22.7,18.9,83.5,55.0,715,22.0,1.2,0.8,-9.0,993.1,1002.9,1006.4,1,1000.7,1800,10.0,0.0,14.8,-9.0,2.91,0.39,1300,37.6,48.3,19.17,8.5,1105,2.9,1034,-9.0,-9,-9.0,-9,-9.0,-9,25.3,22.5,20.3,15.5,13.9,2020-06-24,24.981944444444448,7.052777777777778,3.111111111111111,7.246388888888888,0.314375,8.490821256038648
20200625,62.2,89.7,108,2.2,1909,18,4.3,2126,18,7.1,1510,21.6,23.4,1527,20.1,2331,19.9,23.0,19.3,91.0,79.0,1528,23.3,1.8,1.2,-9.0,991.8,1001.6,1003.3,2252,1000.7,53,10.0,0.1,14.8,-9.0,6.11,1.05,1400,13.3,4.4,15.33,3.5,120,1.1,132,-9.0,-9,-9.0,-9,-9.0,-9,24.1,22.6,20.5,15.6,13.9,2020-06-25,23.717424242424244,6.932323232323232,3.956818181818182,5.195233585858586,0.2385984848484848,14.72554347826087
20200626,48.0,69.1,108,3.2,2786,23,5.3,323,20,9.5,315,21.8,25.7,1529,19.2,338,18.4,22.9,18.5,82.1,63.0,1601,21.2,4.0,2.8,-9.0,996.5,1006.2,1008.3,2315,1003.1,125,8.3,3.1,14.8,-9.0,13.03,2.2,1500,2.1,0.0,5.83,0.9,-2331,0.4,-2356,-9.0,-9,-9.0,-9,-9.0,-9,23.6,22.4,20.6,15.7,13.9,2020-06-26,24.148611111111112,6.984722222222222,5.023611111111111,4.879861111111111,0.1376388888888889,6.931856609574001
20200627,46.3,66.6,108,2.0,1696,29,5.4,1759,25,8.3,1642,24.1,29.6,1525,20.4,524,18.1,25.2,18.8,70.4,52.0,1446,20.8,6.6,4.6,-9.0,995.5,1005.2,1008.2,1,1003.0,1714,6.1,7.4,14.8,-9.0,22.18,3.06,1100,0.0,-9.0,0.75,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.4,22.3,20.7,15.7,14.0,2020-06-27,25.883333333333336,7.068055555555556,5.543055555555555,5.035694444444444,0.1204166666666666,3.977777777777778
20200628,46.7,67.3,108,2.4,2059,25,4.7,1646,27,7.7,1641,25.2,30.1,1507,21.5,554,19.1,28.6,18.4,70.5,49.0,1458,22.2,7.9,5.5,-9.0,994.8,1004.3,1006.1,2213,1003.2,1720,1.9,12.4,14.8,-9.0,28.6,3.53,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.9,22.2,20.7,15.8,14.0,2020-06-28,27.086111111111112,7.1319444444444455,5.718055555555555,5.570555555555555,0.1138194444444444,4.029166666666666
20200629,52.7,75.9,108,2.4,2069,5,5.9,2337,5,9.9,2257,23.8,26.5,1059,20.6,2357,19.3,23.9,16.9,77.0,64.0,1105,22.4,2.6,1.8,-9.0,991.8,1001.5,1006.1,221,993.0,2335,8.6,1.7,14.7,-9.0,8.4,1.51,800,11.9,75.8,5.08,9.6,2331,2.6,2356,-9.0,-9,-9.0,-9,-9.0,-9,24.5,22.3,20.7,15.9,14.0,2020-06-29,25.681944444444444,7.108333333333333,5.320833333333334,5.638263888888889,0.1132638888888888,5.762403381642511
20200630,55.8,80.4,108,4.0,3443,5,7.6,232,5,14.5,220,20.1,23.1,1450,18.4,507,16.9,20.8,16.2,83.0,63.0,1640,19.3,2.6,1.8,-9.0,984.3,994.0,1001.0,2345,989.4,355,10.0,0.0,14.7,-9.0,6.2,0.98,1300,64.7,0.8,18.42,15.9,330,4.7,348,-9.0,-9,-9.0,-9,-9.0,-9,23.7,22.7,20.8,16.0,14.0,2020-06-30,21.77361111111111,6.872222222222223,4.845833333333334,6.114027777777777,0.6227083333333333,9.827777777777778
20200701,52.2,75.2,108,1.9,1625,32,3.7,26,32,6.1,10,21.1,24.3,1642,18.1,447,17.2,21.3,15.8,79.3,67.0,1633,19.7,2.7,1.9,-9.0,995.0,1004.8,1008.9,2337,1001.0,1,7.6,0.2,14.7,-9.0,9.47,1.26,1400,0.0,-9.0,2.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.7,22.7,21.6,16.4,14.1,2020-07-01,22.16366161616162,6.97939393939394,5.864242424242424,4.06236994949495,0.1892108585858586,4.5075
20200702,42.8,61.6,108,1.9,1605,27,3.4,1802,23,5.4,2110,24.2,29.8,1635,20.4,114,19.1,24.5,16.5,74.5,51.0,1606,22.1,5.7,4.0,-9.0,1000.9,1010.7,1012.9,2234,1008.8,1,6.6,5.4,14.7,-9.0,19.15,3.32,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,22.4,21.5,16.6,14.1,2020-07-02,24.48333333333333,7.059722222222223,5.906944444444444,4.81326388888889,0.1229166666666666,4.20580808080808
20200703,45.1,64.9,108,2.6,2259,16,6.1,1527,14,10.5,1446,25.5,30.6,1508,21.6,2400,17.2,28.6,18.4,63.5,34.0,1426,19.8,8.5,6.0,-9.0,1000.5,1010.3,1012.6,16,1007.7,1624,6.8,9.6,14.7,-9.0,27.47,3.41,1200,0.1,1.7,1.92,0.5,2330,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.3,22.2,21.3,16.6,14.1,2020-07-03,26.655555555555555,7.131944444444444,6.004166666666666,5.420555555555556,0.1245138888888888,4.672222222222223
20200704,53.0,76.3,108,2.1,1808,25,4.4,1632,27,7.4,1648,24.2,29.5,1451,20.4,542,16.3,28.2,18.4,63.9,39.0,1403,18.6,7.6,5.3,-9.0,997.0,1006.7,1009.8,1,1005.0,1511,7.6,9.5,14.7,-9.0,26.88,3.53,1200,1.6,-9.0,4.83,0.9,36,0.3,20,-9.0,-9,-9.0,-9,-9.0,-9,24.0,22.2,21.2,16.6,14.1,2020-07-04,27.614285714285717,7.271428571428571,6.495238095238094,5.887142857142858,0.1239285714285714,4.814285714285714
20200705,15.0,21.7,108,1.9,1645,25,3.5,1731,27,5.5,1335,23.8,27.6,1313,19.9,521,17.4,26.7,15.5,68.6,52.0,1305,19.9,5.9,4.1,-9.0,994.5,1004.2,1006.6,245,1001.8,1838,5.3,6.4,14.7,-9.0,20.85,3.69,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.4,22.4,21.2,16.6,14.2,2020-07-05,26.33194444444445,7.286111111111111,5.990277777777778,6.3775,0.1076388888888889,4.841666666666667
20200706,53.0,76.3,108,2.1,1798,32,4.7,1711,34,7.7,1711,25.6,30.9,1605,21.8,554,18.7,28.5,18.1,66.6,46.0,1544,21.5,5.6,3.9,-9.0,991.2,1000.8,1002.6,57,998.6,1625,7.4,5.0,14.7,-9.0,19.28,2.63,1000,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.5,22.5,21.2,16.6,14.2,2020-07-06,26.690873015873013,7.353174603174604,6.136309523809524,6.393800505050504,0.1038636363636363,4.642512077294686
20200707,51.9,74.7,108,2.5,2156,29,4.0,1553,32,6.6,2206,24.1,28.1,1647,22.1,659,19.4,28.3,19.6,75.5,59.0,1542,22.5,4.8,3.3,-9.0,994.3,1004.0,1005.5,2347,1001.9,8,6.3,4.0,14.6,-9.0,15.15,2.75,1500,0.0,0.0,1.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.7,22.6,21.2,16.7,14.2,2020-07-07,26.16481481481481,7.334722222222222,5.913425925925925,6.695555555555555,0.1090277777777777,4.552777777777778
20200708,57.0,82.1,108,2.0,1754,29,3.7,1439,25,6.4,1356,25.5,30.4,1602,21.3,536,19.7,30.5,17.5,71.9,52.0,1638,22.9,7.1,5.0,-9.0,994.8,1004.4,1005.4,1,1002.7,1705,2.9,10.0,14.6,-9.0,25.81,3.51,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.6,22.7,21.3,16.7,14.3,2020-07-08,25.79722222222222,7.297916666666667,5.836805555555556,6.258090277777778,0.0973611111111111,4.555555555555555
20200709,52.7,75.9,108,1.7,1480,32,3.6,1923,16,6.3,1247,27.5,32.9,1449,21.8,526,19.7,31.9,18.3,64.6,38.0,1502,22.9,7.1,5.0,-9.0,994.0,1003.6,1005.0,643,1001.7,1643,4.8,7.7,14.6,-9.0,23.1,3.66,1200,-9.0,2.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.0,22.8,21.3,16.8,14.3,2020-07-09,28.971794871794877,7.423076923076923,6.869230769230769,6.621025641025642,0.102051282051282,4.7615384615384615
20200710,56.7,81.7,108,2.8,2451,5,6.6,1555,2,11.3,1609,24.5,27.7,1,22.7,2344,19.7,25.2,19.1,75.0,60.0,1,23.0,4.5,3.1,-9.0,992.6,1002.2,1003.6,4,1000.4,1705,6.6,3.1,14.6,-9.0,12.3,2.76,1500,2.2,0.2,4.67,1.9,800,1.0,819,-9.0,-9,-9.0,-9,-9.0,-9,25.4,23.0,21.4,16.9,14.3,2020-07-10,26.322222222222223,7.259722222222222,5.647222222222222,6.272847222222223,0.1038888888888889,4.535507246376811
20200711,62.9,90.6,108,2.6,2275,5,5.0,2043,2,10.0,1257,25.8,30.2,1406,22.2,432,17.9,29.7,19.8,62.6,49.0,1526,20.5,7.1,5.0,-9.0,997.5,1007.1,1009.9,2320,1002.9,1,7.3,6.6,14.6,-9.0,21.82,2.9,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.1,21.5,16.9,14.4,2020-07-11,26.07777777777778,7.258333333333333,6.05138888888889,5.725138888888889,0.1188888888888888,4.8375
20200712,53.8,77.5,108,2.4,2051,5,3.6,2233,7,7.5,2358,23.5,26.0,1235,21.7,2319,17.8,25.3,19.9,71.9,58.0,705,20.6,2.5,1.8,-9.0,999.3,1009.1,1011.0,835,1007.0,2315,9.1,0.0,14.6,-9.0,7.67,1.23,1200,2.9,19.4,5.42,0.9,1644,0.3,1702,-9.0,-9,-9.0,-9,-9.0,-9,25.1,23.2,21.5,17.0,14.4,2020-07-12,24.98888888888889,7.231944444444444,6.0694444444444455,5.520902777777778,0.0915972222222222,4.248611111111111
20200713,57.6,82.9,108,4.0,3466,5,5.9,2121,5,11.0,2100,18.7,21.7,1,17.7,615,17.8,20.1,17.0,94.8,86.0,107,20.3,1.3,0.9,-9.0,993.0,1002.9,1007.1,1,1001.2,1709,10.0,0.0,14.6,-9.0,4.58,0.64,1100,47.6,42.6,22.92,6.2,2215,2.2,2220,-9.0,-9,-9.0,-9,-9.0,-9,24.5,23.2,21.6,17.0,14.4,2020-07-13,22.83888888888889,6.983333333333333,4.263888888888889,7.065625000000001,0.3713194444444443,7.721206631532719
20200714,51.1,73.6,108,2.8,2391,5,4.4,1347,5,8.6,220,20.3,24.3,1533,17.2,416,16.4,22.6,16.4,79.4,62.0,1545,18.7,3.9,2.7,-9.0,993.9,1003.8,1005.6,2244,1001.2,256,9.9,0.1,14.5,-9.0,12.46,1.86,1300,11.5,0.0,9.83,5.9,-2331,1.7,51,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.1,21.7,17.1,14.5,2020-07-14,21.25744949494949,6.85340909090909,5.424368686868687,4.53363005050505,0.3867992424242424,7.392814009661836
20200715,15.6,22.5,108,2.0,1687,5,3.4,1336,5,6.8,1514,23.4,28.7,1703,18.9,547,15.5,26.4,17.6,63.1,40.0,1623,17.7,7.2,5.1,-9.0,995.5,1005.3,1006.5,758,1003.4,1755,5.1,9.3,14.5,-9.0,26.6,3.68,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.0,22.9,22.0,17.2,14.5,2020-07-15,23.66150793650793,7.01329365079365,6.496626984126984,4.47484126984127,0.1626130952380952,4.36165458937198
20200716,43.8,63.1,108,1.8,1562,27,3.5,1543,25,6.2,1801,25.0,29.7,1514,20.4,454,19.1,27.4,17.0,70.9,55.0,1256,22.1,7.0,4.9,-9.0,997.0,1006.7,1008.1,2338,1004.9,1712,4.1,10.2,14.5,-9.0,25.76,3.58,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.6,22.8,21.9,17.3,14.5,2020-07-16,25.35531400966184,7.129710144927536,6.704408212560385,5.041805555555555,0.1510416666666666,4.221195652173914
20200717,50.9,73.3,108,1.9,1660,27,5.6,1619,25,9.6,1604,26.0,31.6,1433,21.5,544,20.3,28.3,18.3,72.0,52.0,1430,23.8,6.2,4.3,-9.0,998.3,1008.0,1009.1,741,1006.6,1435,4.5,7.5,14.5,-9.0,22.28,2.93,1300,0.0,0.0,0.58,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.2,22.8,21.9,17.4,14.6,2020-07-17,26.66111111111111,7.1819444444444445,6.509722222222222,5.382569444444445,0.1253472222222222,4.490398550724637
20200718,55.2,79.5,108,1.6,1406,29,4.0,1657,32,6.4,1653,26.1,31.0,1539,22.8,529,20.4,27.9,20.4,71.6,54.0,1529,24.0,4.6,3.2,-9.0,998.4,1008.1,1009.3,812,1006.6,1819,5.4,4.3,14.5,-9.0,15.49,2.75,1400,-9.0,23.1,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.8,22.9,21.8,17.5,14.6,2020-07-18,26.57777777777778,7.072222222222223,5.777777777777779,6.226666666666667,0.1404861111111111,5.097348484848484
20200719,58.2,83.8,108,2.7,2364,5,4.3,1033,11,8.4,2148,24.0,26.6,2201,20.6,904,20.5,22.9,19.5,81.6,62.0,58,24.2,2.0,1.4,-9.0,994.9,1004.6,1008.5,1,1002.1,2400,9.9,0.0,14.4,-9.0,4.92,1.05,1300,29.1,8.8,5.67,19.3,820,6.6,836,-9.0,-9,-9.0,-9,-9.0,-9,24.9,23.0,21.8,17.5,14.7,2020-07-19,24.18694444444445,6.927129629629629,4.803333333333334,5.906805555555555,0.2710555555555555,5.205555555555556
20200720,59.2,85.2,108,3.7,3226,20,7.0,610,18,13.4,601,23.8,26.6,212,22.4,2217,21.3,23.8,20.8,86.3,77.0,1654,25.4,2.0,1.4,-9.0,995.9,1005.6,1010.8,2350,1001.0,225,9.6,0.0,14.4,-9.0,5.15,0.83,1500,3.6,0.8,10.33,1.3,231,0.9,321,-9.0,-9,-9.0,-9,-9.0,-9,24.3,23.2,21.9,17.6,14.7,2020-07-20,24.083059922533607,6.914040783777626,5.22104693552062,4.913828605604921,0.1896938368648895,6.7487722154388825
20200721,55.9,80.6,108,1.6,1392,25,4.2,1729,25,6.6,1723,25.0,30.5,1533,21.4,611,20.4,25.6,18.5,77.0,51.0,1547,23.9,4.8,3.4,-9.0,1001.8,1011.6,1013.0,931,1010.3,1530,6.3,4.0,14.4,-9.0,17.83,3.02,1300,0.0,6.5,0.83,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,23.2,22.0,17.6,14.7,2020-07-21,25.4375,6.999007936507937,6.360119047619048,5.541785714285715,0.1372420634920635,5.011061703996487
20200722,51.9,74.7,108,1.6,1402,14,3.4,1633,16,5.6,1655,23.7,25.7,1501,22.6,2222,21.7,24.0,20.2,89.3,81.0,1523,26.0,1.5,1.0,-9.0,999.9,1009.7,1011.3,1,1008.4,1613,9.8,0.0,14.4,-9.0,4.5,0.72,1300,11.5,7.2,11.17,6.2,758,1.6,819,-9.0,-9,-9.0,-9,-9.0,-9,24.4,23.1,22.1,17.8,14.8,2020-07-22,24.789766081871345,6.938011695906432,5.364400584795322,5.888742690058479,0.2324049707602339,6.190821256038647
20200723,55.2,79.5,108,3.6,3136,5,8.3,1954,7,14.9,2021,21.1,22.6,1,18.5,2319,20.3,21.8,17.3,95.5,89.0,21,23.9,1.6,1.1,-9.0,995.7,1005.5,1010.4,629,999.6,1952,10.0,0.0,14.3,-9.0,2.72,0.45,1300,103.1,101.2,22.67,18.5,1717,4.5,2028,-9.0,-9,-9.0,-9,-9.0,-9,24.2,23.2,22.1,17.8,14.8,2020-07-23,23.259420289855072,6.897101449275362,5.0260869565217385,6.188768115942029,0.369836003051106,7.31685174728653
20200724,51.6,74.4,108,4.6,3944,5,8.7,109,5,16.1,109,22.5,26.8,1625,18.7,1,17.6,21.2,17.3,74.3,61.0,1655,20.2,4.0,2.8,-9.0,989.3,999.0,1000.7,2211,997.6,1420,9.3,1.0,14.3,-9.0,10.46,1.5,1600,2.9,2.6,8.25,2.3,855,1.1,933,-9.0,-9,-9.0,-9,-9.0,-9,22.8,23.6,23.2,20.5,14.9,2020-07-24,21.333876811594205,6.835416666666667,6.1375,5.221319444444444,0.3099603174603174,5.780753968253968
20200725,45.1,65.0,108,3.1,2703,5,6.1,1428,5,11.3,1437,24.3,29.0,1555,22.3,235,18.2,23.9,20.1,69.3,56.0,1418,21.0,5.9,4.1,-9.0,993.6,1003.3,1006.8,2337,1000.5,25,7.8,1.9,14.3,-9.0,15.59,2.75,1300,0.0,0.0,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.8,23.2,23.0,20.3,15.1,2020-07-25,22.40416666666667,6.875,5.179166666666667,5.230416666666667,0.1533333333333333,4.291666666666667
20200726,48.5,69.8,108,2.0,1767,5,3.3,952,2,5.9,53,25.4,29.6,1614,21.6,549,19.2,25.6,19.0,69.3,56.0,1153,22.3,4.6,3.2,-9.0,997.4,1007.0,1008.4,2344,1006.0,200,7.4,5.6,14.3,-9.0,18.14,2.8,1100,0.0,0.6,0.42,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.3,23.0,22.7,19.6,15.3,2020-07-26,23.793055555555554,7.010042735042735,5.8946581196581205,5.7622222222222215,0.1395138888888889,3.890277777777778
20200727,53.2,76.7,108,2.2,1861,5,3.2,1656,2,5.7,1243,24.3,25.5,1540,22.9,611,21.8,25.2,21.4,86.4,80.0,1706,26.1,2.3,1.6,-9.0,998.6,1008.4,1009.3,1240,1007.4,1837,10.0,0.0,14.2,-9.0,7.72,0.95,1500,2.2,1.6,16.92,0.6,306,0.5,356,-9.0,-9,-9.0,-9,-9.0,-9,23.9,22.9,22.6,19.2,15.3,2020-07-27,24.007085346215785,7.004347826086956,5.550724637681159,6.4195652173913045,0.1384057971014492,3.990513833992095
20200728,56.4,81.2,108,2.0,1734,5,3.1,1256,7,5.4,1219,24.4,26.4,1447,22.7,548,21.5,25.0,21.1,84.8,71.0,1221,25.7,2.3,1.6,-9.0,1000.5,1010.3,1011.5,2307,1008.4,1,9.9,0.0,14.2,-9.0,8.38,1.18,1100,0.4,8.3,10.17,0.3,1614,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,23.0,22.4,19.0,15.3,2020-07-28,24.13888888888889,7.033333333333334,5.558333333333334,6.572847222222222,0.1270138888888889,4.2375
20200729,53.2,76.7,108,2.0,1694,7,3.4,524,5,6.7,524,23.7,24.9,1746,22.6,925,22.9,23.9,21.6,95.8,89.0,34,28.0,1.0,0.7,-9.0,1002.0,1011.7,1012.7,1014,1010.4,356,10.0,0.0,14.2,-9.0,3.18,0.4,1600,50.1,42.3,18.17,27.1,902,9.3,903,-9.0,-9,-9.0,-9,-9.0,-9,24.1,23.1,22.4,18.9,15.3,2020-07-29,23.59345238095238,6.864087301587301,4.489087301587301,5.773607456140351,0.3015350877192982,7.083333333333333
20200730,53.5,77.1,108,2.1,1774,20,3.8,1342,18,7.7,1351,25.3,28.4,1439,23.4,2324,22.6,26.9,20.6,85.5,68.0,1613,27.4,4.4,3.1,-9.0,1003.4,1013.1,1014.4,2326,1011.5,334,8.3,3.0,14.1,-9.0,15.34,2.84,1300,0.1,-9.0,5.25,0.1,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.0,23.3,22.7,19.5,15.3,2020-07-30,24.37777777777778,6.893055555555556,5.048611111111111,4.0569444444444445,0.1905555555555555,4.902777777777779
20200731,51.7,74.5,108,2.0,1701,29,4.6,2348,32,8.2,2341,26.2,29.6,1319,22.8,635,22.7,27.2,21.1,81.9,69.0,1136,27.7,3.5,2.5,-9.0,1003.9,1013.7,1015.1,717,1012.3,1737,6.9,5.0,14.1,-9.0,14.5,2.44,1000,1.5,3.3,2.42,1.2,2305,1.2,2355,-9.0,-9,-9.0,-9,-9.0,-9,24.5,23.3,22.6,19.4,15.4,2020-07-31,24.79583333333333,6.954166666666666,5.509722222222223,5.112916666666667,0.1401666666666667,3.609006211180125
